Gene	Waves	Rho	Pval	BootP	PermP	BootP_All
40	ANKRD30A	Delta	-0.555882352941176	0.0253621763206081	0.01	0.03	0.01
41	ANKRD34A	Delta	0.647058823529412	0.00674207700717987	0.01	0.01	0.01
42	ANKRD9	Delta	0.65	0.0064157065211753	0.01	0.01	0.01
43	ANKS3	Delta	0.558823529411765	0.0244365114245058	0.03	0.02	0.04
44	ANO4	Delta	-0.602941176470588	0.0134241253978913	0.01	0	0.01
45	ANXA4	Delta	-0.697058823529412	0.0026905894025606	0.01	0.01	0.01
46	APBA1	Delta	0.597058823529412	0.014609731954981	0.02	0.01	0.01
47	APEH	Delta	0.538235294117647	0.0314932282058384	0.01	0.02	0.02
48	ARAP2	Delta	-0.567647058823529	0.021814592143743	0.01	0.03	0.01
49	ARHGAP32	Delta	0.641176470588235	0.00743441908253395	0.02	0	0
50	ARHGEF37	Delta	-0.679411764705882	0.00379343266915975	0	0	0.01
51	ARID2	Delta	-0.664705882352941	0.00496738593748203	0	0	0.01
52	ARIH1	Delta	-0.541176470588235	0.0304002188881703	0	0.02	0.02
53	ARL4D	Delta	0.561764705882353	0.0235370164742809	0.03	0.02	0.01
54	ARMC9	Delta	0.720588235294118	0.00163819116387961	0	0	0
55	ARPP21	Delta	0.544117647058823	0.0293363374813766	0.01	0.01	0.01
56	ARRDC3	Delta	-0.682352941176471	0.00358797041175672	0	0	0
57	ASIC2	Delta	0.508823529411765	0.0441352182349839	0.03	0.04	0.02
58	ASNS	Delta	0.782352941176471	0.000341220763964972	0	0	0
59	ASPA	Delta	-0.561764705882353	0.023537016474281	0.02	0.03	0
60	ASPHD2	Delta	0.626470588235294	0.00941397730678366	0	0.01	0.01
61	ASUN	Delta	-0.544117647058823	0.0293363374813766	0	0.03	0.02
62	ATG2A	Delta	0.555882352941176	0.025362176320608	0.02	0.02	0.01
63	ATP10B	Delta	-0.655882352941176	0.00580073696223151	0	0	0
64	ATP6V0A4	Delta	-0.702941176470588	0.00238695266930094	0	0	0
65	ATP7A	Delta	-0.694117647058824	0.00285370590345691	0	0	0.01
66	AVEN	Delta	-0.626470588235294	0.00941397730678363	0.01	0	0.03
67	B3GNT5	Delta	-0.511764705882353	0.0427234481633318	0.04	0.01	0.04
68	B3GNTL1	Delta	0.526470588235294	0.0361665149722455	0.01	0.02	0.03
69	B4GALT1	Delta	-0.579411764705882	0.0186625294177119	0.04	0.03	0.04
70	BACE2	Delta	0.532352941176471	0.0337686229602347	0.03	0.04	0.02
71	BAIAP2L1	Delta	-0.747058823529412	0.000882106992984634	0	0	0
72	BANP	Delta	0.541176470588235	0.0304002188881702	0.02	0.04	0.03
73	BAZ2B	Delta	-0.635294117647059	0.00818206461633403	0.01	0	0.01
74	BBS2	Delta	-0.576470588235294	0.0194151403865316	0.02	0.01	0.02
75	BCAS1	Delta	-0.558823529411765	0.0244365114245058	0.02	0.02	0.01
76	BCL2	Delta	-0.588235294117647	0.0165397221953781	0.01	0.01	0.01
77	BCS1L	Delta	0.576470588235294	0.0194151403865316	0.02	0.02	0
78	BFSP1	Delta	0.555882352941176	0.025362176320608	0.01	0.03	0.02
79	BLOC1S2	Delta	-0.614705882352941	0.011279474063305	0.02	0.02	0.01
80	BORCS8-MEF2B	Delta	-0.670588235294118	0.00446720869773816	0.01	0.01	0
81	BRINP2	Delta	0.632352941176471	0.00857758410309935	0.01	0.01	0
82	BST2	Delta	0.561764705882353	0.0235370164742809	0.03	0.02	0.03
83	BTG2	Delta	-0.694117647058824	0.00285370590345691	0.01	0	0
84	C10orf11	Delta	-0.567647058823529	0.021814592143743	0.01	0.01	0.03
85	C10orf82	Delta	0.65	0.0064157065211753	0	0.01	0.02
86	C11orf45	Delta	0.620588235294118	0.0103135155496777	0.03	0.01	0.01
87	C11orf65	Delta	-0.688235294117647	0.00320390861439574	0	0	0
88	C11orf84	Delta	0.644117647058823	0.00708152408658287	0.01	0	0
89	C11orf96	Delta	0.514705882352941	0.041345806442249	0.03	0.03	0.04
90	C17orf96	Delta	0.582352941176471	0.0179327341310354	0.03	0.02	0.02
91	C19orf18	Delta	-0.629411764705882	0.00898808926444689	0.04	0	0
92	C1orf145	Delta	0.597058823529412	0.014609731954981	0.02	0.01	0
93	C1orf194	Delta	0.526470588235294	0.0361665149722455	0.02	0.02	0.04
94	C1orf95	Delta	0.647058823529412	0.00674207700717987	0.02	0.02	0
95	C1QTNF3-AMACR	Delta	-0.526470588235294	0.0361665149722456	0.02	0.04	0.03
96	C1QTNF4	Delta	0.647058823529412	0.00674207700717987	0.01	0	0.01
97	C21orf91	Delta	-0.585294117647059	0.0172252866160948	0.01	0.02	0.01
98	C2orf80	Delta	0.617647058823529	0.0107879846019488	0.01	0.01	0.01
99	C7orf49	Delta	-0.626470588235294	0.00941397730678363	0	0.01	0
100	C8orf82	Delta	0.579411764705882	0.0186625294177119	0	0.02	0.01
101	C9orf116	Delta	0.614705882352941	0.011279474063305	0.01	0.02	0
102	C9orf85	Delta	-0.641176470588235	0.00743441908253395	0	0.02	0
103	CA4	Delta	0.555882352941176	0.025362176320608	0.04	0.02	0.03
104	CA7	Delta	0.7	0.00253509460443193	0.01	0	0.01
105	CABP7	Delta	0.538235294117647	0.0314932282058384	0.04	0.02	0.02
106	CACNA1B	Delta	0.585294117647059	0.0172252866160948	0.02	0.02	0.02
107	CACNA1C	Delta	0.544117647058823	0.0293363374813766	0.04	0.04	0.01
108	CACNA1E	Delta	0.532352941176471	0.0337686229602347	0.03	0.02	0.02
109	CADPS	Delta	0.658823529411765	0.00551142233634371	0.01	0.01	0.01
110	CALD1	Delta	-0.594117647058824	0.015232400876328	0.01	0.01	0.02
111	CALHM2	Delta	0.558823529411765	0.0244365114245058	0.01	0.02	0.01
112	CAMK1	Delta	0.667647058823529	0.00471198194798998	0.01	0	0
113	CAMK2B	Delta	0.526470588235294	0.0361665149722455	0.04	0.04	0.02
114	CAPN13	Delta	-0.570588235294118	0.0209906963682178	0.01	0.02	0.01
115	CAPN3	Delta	-0.547058823529412	0.028301087242109	0.03	0.01	0.03
116	CASKIN1	Delta	0.594117647058824	0.015232400876328	0.03	0.01	0
117	CASQ2	Delta	-0.611764705882353	0.0117884050531152	0.01	0	0
118	CBFB	Delta	-0.75	0.000819764027255587	0	0	0
119	CBX6	Delta	0.685294117647059	0.00339156174521659	0	0.01	0
120	CCDC122	Delta	-0.582352941176471	0.0179327341310354	0.01	0.02	0.01
121	CCDC141	Delta	-0.638235294117647	0.00780113863100802	0	0.01	0
122	CCDC150	Delta	-0.620588235294118	0.0103135155496777	0	0	0
123	CCDC39	Delta	-0.641176470588235	0.00743441908253395	0	0.02	0
124	CCDC64	Delta	0.708823529411765	0.00211168123925454	0	0	0
125	CCDC85A	Delta	0.535294117647059	0.0326158632940219	0.02	0.01	0.03
126	CCDC88A	Delta	-0.535294117647059	0.0326158632940221	0.03	0.04	0.03
127	CCDC92	Delta	0.705882352941176	0.00224590060105133	0	0.01	0
128	CCKAR	Delta	0.523529411764706	0.0374126481301494	0.02	0.04	0.02
129	CCNE2	Delta	-0.567647058823529	0.021814592143743	0.01	0	0.01
130	CCSER2	Delta	-0.644117647058823	0.00708152408658287	0.01	0	0
131	CD22	Delta	-0.55	0.0272939727097307	0.03	0.04	0.02
132	CD226	Delta	-0.547058823529412	0.028301087242109	0.03	0.01	0.01
133	CD55	Delta	-0.7	0.00253509460443193	0	0	0
134	CD72	Delta	-0.573529411764706	0.0201910380465231	0.04	0.02	0.01
135	CDC42BPA	Delta	-0.608823529411765	0.0123152031982464	0.02	0	0
136	CDC42EP1	Delta	-0.541176470588235	0.0304002188881703	0.04	0.02	0.02
137	CDC42EP3	Delta	0.579411764705882	0.0186625294177119	0.02	0	0.02
138	CDCP1	Delta	-0.788235294117647	0.000286465682391853	0	0	0
139	CDH1	Delta	-0.65	0.0064157065211753	0.01	0.01	0.01
140	CDH5	Delta	0.629411764705882	0.00898808926444689	0	0	0
141	CECR2	Delta	-0.7	0.00253509460443193	0	0.01	0
142	CELF1	Delta	0.667647058823529	0.00471198194798998	0	0	0
143	CELSR3	Delta	0.564705882352941	0.0226632048441846	0.01	0.03	0.04
144	CEP97	Delta	-0.555882352941176	0.0253621763206081	0.03	0.03	0.02
145	CERS2	Delta	-0.55	0.0272939727097307	0.01	0.02	0.02
146	CFAP53	Delta	-0.570588235294118	0.0209906963682178	0.01	0	0.01
147	CFTR	Delta	-0.658823529411765	0.00551142233634373	0	0	0
148	CHADL	Delta	-0.579411764705882	0.0186625294177119	0.02	0.01	0
149	CHCHD10	Delta	0.558823529411765	0.0244365114245058	0.01	0.03	0.03
150	CHD1L	Delta	-0.688235294117647	0.00320390861439574	0	0	0.01
151	CHD7	Delta	-0.644117647058823	0.00708152408658287	0	0	0.01
152	CHPF2	Delta	0.605882352941176	0.0128602985333672	0.01	0	0.01
153	CHST13	Delta	0.541176470588235	0.0304002188881702	0.03	0.03	0.02
154	CHST15	Delta	0.582352941176471	0.0179327341310354	0.02	0.01	0.01
155	CHST2	Delta	0.552941176470588	0.0263144998706665	0.01	0.02	0.04
156	CHST6	Delta	-0.582352941176471	0.0179327341310354	0	0.02	0.01
157	CISD3	Delta	0.591176470588235	0.0158755795556415	0.01	0.01	0.01
158	CLCA4	Delta	-0.673529411764706	0.0042327392484605	0	0.01	0
159	CLDN11	Delta	-0.517647058823529	0.0400017929595607	0.03	0.02	0.01
160	CLDN5	Delta	0.579411764705882	0.0186625294177119	0.02	0	0.01
161	CLEC17A	Delta	-0.747058823529412	0.000882106992984634	0	0	0
162	CLEC5A	Delta	-0.526470588235294	0.0361665149722456	0.04	0.01	0.03
163	CLIC4	Delta	-0.638235294117647	0.00780113863100802	0	0.01	0.03
164	CLK2	Delta	0.526470588235294	0.0361665149722455	0.03	0.04	0.04
165	CNIH3	Delta	0.602941176470588	0.0134241253978914	0.01	0.01	0
166	CNKSR3	Delta	-0.608823529411765	0.0123152031982464	0.02	0.04	0.02
167	CNTN4	Delta	0.591176470588235	0.0158755795556415	0.03	0	0.01
168	CNTNAP5	Delta	0.567647058823529	0.021814592143743	0.02	0.01	0.03
169	COL4A5	Delta	-0.641176470588235	0.00743441908253395	0.01	0	0
170	COL4A6	Delta	-0.741176470588235	0.00101846954957367	0	0	0.01
171	COL6A5	Delta	-0.55	0.0272939727097307	0.03	0.02	0.04
172	COLCA2	Delta	-0.623529411764706	0.00985565039092201	0.03	0	0
173	COLGALT2	Delta	-0.523529411764706	0.0374126481301495	0.04	0.03	0.03
174	COMMD10	Delta	-0.508823529411765	0.0441352182349839	0.04	0.03	0.03
175	COQ9	Delta	0.652941176470588	0.00610204667907699	0.01	0.01	0.01
176	CPLX2	Delta	0.508823529411765	0.0441352182349839	0.04	0.03	0.04
177	CPM	Delta	-0.626470588235294	0.00941397730678363	0.01	0.01	0
178	CPNE4	Delta	0.564705882352941	0.0226632048441846	0.03	0	0.02
179	CPPED1	Delta	-0.6	0.0140071223296	0	0.04	0.01
180	CPQ	Delta	-0.735294117647059	0.00117161553509918	0	0.01	0.01
181	CPS1	Delta	-0.588235294117647	0.0165397221953781	0.02	0.03	0
182	CPSF1	Delta	0.673529411764706	0.0042327392484605	0	0	0
183	CPSF3	Delta	-0.532352941176471	0.0337686229602348	0.03	0.04	0.04
184	CR1	Delta	-0.776470588235294	0.000404350840545471	0	0	0
185	CR1L	Delta	-0.655882352941176	0.00580073696223151	0.02	0	0
186	CREB3L2	Delta	-0.605882352941176	0.0128602985333672	0	0	0.03
187	CREB5	Delta	-0.6	0.0140071223296	0	0.01	0
188	CRHBP	Delta	-0.564705882352941	0.0226632048441846	0.03	0.01	0.02
189	CRIP3	Delta	0.608823529411765	0.0123152031982465	0.01	0.02	0
190	CSMD1	Delta	0.532352941176471	0.0337686229602347	0.03	0.02	0.02
191	CSNK1G2	Delta	0.561764705882353	0.0235370164742809	0.04	0.04	0.03
192	CTBP1	Delta	0.576470588235294	0.0194151403865316	0.02	0.03	0
193	CTNNA3	Delta	-0.65	0.0064157065211753	0	0.01	0
194	CTPS2	Delta	-0.714705882352941	0.00186274109994744	0	0	0
195	CUL1	Delta	0.602941176470588	0.0134241253978914	0.03	0.03	0.03
196	CUL7	Delta	0.567647058823529	0.021814592143743	0.01	0.01	0.01
197	CXCL14	Delta	0.538235294117647	0.0314932282058384	0.04	0.02	0.03
198	CXCR4	Delta	-0.611764705882353	0.0117884050531152	0.01	0.02	0.01
199	CYP19A1	Delta	-0.623529411764706	0.00985565039092201	0	0	0.01
200	CYP20A1	Delta	-0.570588235294118	0.0209906963682178	0.03	0.02	0.04
201	CYP27A1	Delta	-0.629411764705882	0.00898808926444689	0.02	0	0.03
202	CYP2J2	Delta	-0.579411764705882	0.0186625294177119	0	0.02	0.02
203	CYTH3	Delta	0.664705882352941	0.00496738593748199	0	0	0.01
204	CYTIP	Delta	-0.561764705882353	0.023537016474281	0.02	0.03	0.03
205	DACT1	Delta	0.576470588235294	0.0194151403865316	0.02	0.02	0.01
206	DAPK2	Delta	-0.694117647058824	0.00285370590345691	0	0	0
207	DCAF11	Delta	0.608823529411765	0.0123152031982465	0.01	0.01	0.02
208	DCAF5	Delta	0.538235294117647	0.0314932282058384	0.03	0.02	0.01
209	DCLK1	Delta	0.632352941176471	0.00857758410309935	0.02	0	0
210	DCTN5	Delta	0.529411764705882	0.0349520067895181	0.03	0.04	0.04
211	DDN	Delta	0.679411764705882	0.00379343266915975	0.02	0	0
212	DDX25	Delta	0.526470588235294	0.0361665149722455	0.03	0.03	0.01
213	DEF8	Delta	0.585294117647059	0.0172252866160948	0.04	0	0.01
214	DENND2D	Delta	-0.617647058823529	0.0107879846019488	0	0.02	0.03
215	DENND4C	Delta	-0.602941176470588	0.0134241253978913	0.04	0.03	0.02
216	DERA	Delta	-0.517647058823529	0.0400017929595607	0.02	0	0.04
217	DEXI	Delta	0.611764705882353	0.0117884050531152	0.01	0.02	0.01
218	DGCR2	Delta	0.605882352941176	0.0128602985333672	0.01	0.01	0
219	DGCR6L	Delta	0.65	0.0064157065211753	0	0.02	0
220	DGKH	Delta	0.564705882352941	0.0226632048441846	0.01	0.02	0.02
221	DGKZ	Delta	0.502941176470588	0.0470631404672732	0.02	0.01	0.02
222	DHX9	Delta	0.647058823529412	0.00674207700717987	0.01	0.01	0.02
223	DICER1	Delta	-0.602941176470588	0.0134241253978913	0	0	0.03
224	DIP2A	Delta	-0.641176470588235	0.00743441908253395	0	0.01	0.01
225	DISC1	Delta	-0.614705882352941	0.011279474063305	0.03	0.02	0.03
226	DKK3	Delta	0.529411764705882	0.0349520067895181	0.04	0.02	0.02
227	DLG1	Delta	-0.641176470588235	0.00743441908253395	0	0	0
228	DLGAP1	Delta	0.594117647058824	0.015232400876328	0.02	0.01	0.02
229	DLX2	Delta	0.664705882352941	0.00496738593748199	0.02	0	0
230	DLX5	Delta	0.726470588235294	0.00143618263507853	0.01	0	0
231	DNAJB12	Delta	0.535294117647059	0.0326158632940219	0.01	0.04	0.02
232	DNAJC22	Delta	-0.517647058823529	0.0400017929595607	0.03	0.04	0.02
233	DNAJC5B	Delta	-0.544117647058823	0.0293363374813766	0.04	0.04	0.03
234	DNM3	Delta	-0.7	0.00253509460443193	0	0.01	0.01
235	DOCK10	Delta	-0.591176470588235	0.0158755795556414	0.01	0	0
236	DOCK5	Delta	-0.561764705882353	0.023537016474281	0.03	0.04	0.01
237	DOK4	Delta	0.620588235294118	0.0103135155496777	0	0.02	0
238	DPCD	Delta	0.676470588235294	0.00400825239020936	0.01	0.01	0
239	DPT	Delta	0.552941176470588	0.0263144998706665	0.02	0.04	0.01
240	DPYSL4	Delta	0.555882352941176	0.025362176320608	0.03	0.03	0.03
241	DRG2	Delta	0.573529411764706	0.0201910380465231	0.04	0.03	0.03
242	DRP2	Delta	0.591176470588235	0.0158755795556415	0.04	0.01	0.02
243	DST	Delta	-0.555882352941176	0.0253621763206081	0.03	0.04	0.01
244	DUSP1	Delta	-0.541176470588235	0.0304002188881703	0.03	0.02	0.03
245	DUSP15	Delta	-0.676470588235294	0.00400825239020936	0.02	0	0.02
246	DUSP5	Delta	-0.605882352941176	0.0128602985333672	0.03	0.03	0
247	DVL1	Delta	0.623529411764706	0.00985565039092204	0.01	0.01	0
248	EDA	Delta	-0.667647058823529	0.00471198194799	0.01	0	0.01
249	EFR3B	Delta	0.529411764705882	0.0349520067895181	0.04	0.01	0.03
250	EFS	Delta	-0.611764705882353	0.0117884050531152	0.01	0.04	0
251	EIF4EBP1	Delta	0.588235294117647	0.0165397221953782	0.01	0	0.03
252	ELF1	Delta	-0.723529411764706	0.00153448118982397	0.01	0	0.02
253	ELF2	Delta	-0.764705882352941	0.000559676294356745	0	0	0.01
254	ELK1	Delta	0.617647058823529	0.0107879846019488	0	0.01	0
255	ELMOD1	Delta	0.638235294117647	0.00780113863100802	0	0	0.03
256	ELOVL5	Delta	-0.647058823529412	0.00674207700717987	0.01	0	0.01
257	ELOVL6	Delta	-0.508823529411765	0.0441352182349839	0.03	0.03	0.04
258	ENDOD1	Delta	-0.614705882352941	0.011279474063305	0	0.01	0.01
259	ENDOG	Delta	0.7	0.00253509460443193	0	0	0
260	ENOSF1	Delta	-0.597058823529412	0.014609731954981	0.03	0.01	0.03
261	ENPP1	Delta	-0.585294117647059	0.0172252866160948	0	0.02	0.01
262	ENPP6	Delta	-0.605882352941176	0.0128602985333672	0.02	0.02	0.01
263	ENTPD5	Delta	-0.529411764705882	0.0349520067895182	0.04	0.03	0.04
264	EPB41L4B	Delta	0.6	0.0140071223296	0.02	0.03	0.03
265	EPHA4	Delta	0.591176470588235	0.0158755795556415	0.01	0.01	0.03
266	EPHA5	Delta	0.573529411764706	0.0201910380465231	0.03	0.02	0.04
267	ERBB2IP	Delta	-0.623529411764706	0.00985565039092201	0.01	0	0.02
268	ERC2	Delta	0.705882352941176	0.00224590060105133	0	0	0
269	EREG	Delta	-0.567647058823529	0.021814592143743	0.03	0.02	0.03
270	ERMN	Delta	-0.65	0.0064157065211753	0	0.01	0
271	ESCO2	Delta	-0.629411764705882	0.00898808926444689	0.01	0	0.01
272	ESM1	Delta	-0.605882352941176	0.0128602985333672	0.01	0.02	0
273	EVC2	Delta	-0.588235294117647	0.0165397221953781	0.03	0	0.01
274	EWSR1	Delta	0.529411764705882	0.0349520067895181	0.01	0.01	0.02
275	EXD1	Delta	0.652941176470588	0.00610204667907699	0	0.01	0
276	EXD2	Delta	0.676470588235294	0.00400825239020936	0.01	0.01	0.03
277	EXOC6B	Delta	-0.602941176470588	0.0134241253978913	0.01	0.01	0
278	F11R	Delta	0.573529411764706	0.0201910380465231	0.01	0.02	0.02
279	FAAP20	Delta	0.541176470588235	0.0304002188881702	0.01	0.03	0.04
280	FADD	Delta	0.538235294117647	0.0314932282058384	0.02	0.01	0.04
281	FAF1	Delta	-0.764705882352941	0.000559676294356745	0	0	0
282	FAHD2A	Delta	0.576470588235294	0.0194151403865316	0.01	0.02	0.01
283	FAHD2B	Delta	0.547058823529412	0.0283010872421088	0.02	0.04	0.03
284	FAM107B	Delta	-0.647058823529412	0.00674207700717987	0	0	0
285	FAM109A	Delta	0.597058823529412	0.014609731954981	0	0.02	0.03
286	FAM114A1	Delta	-0.738235294117647	0.00109285081184815	0	0	0.01
287	FAM120A	Delta	0.591176470588235	0.0158755795556415	0.01	0	0
288	FAM124A	Delta	-0.505882352941176	0.0455816161239403	0.01	0.03	0.03
289	FAM162A	Delta	0.55	0.0272939727097306	0.02	0.02	0
290	FAM195B	Delta	0.611764705882353	0.0117884050531152	0.01	0.02	0
291	FAM222A	Delta	-0.526470588235294	0.0361665149722456	0.04	0.02	0.03
292	FAM50B	Delta	0.582352941176471	0.0179327341310354	0.04	0.03	0.03
293	FAM53C	Delta	0.570588235294118	0.0209906963682178	0	0.02	0.01
294	FAM84A	Delta	0.547058823529412	0.0283010872421088	0.03	0.04	0.02
295	FAM84B	Delta	-0.576470588235294	0.0194151403865316	0.01	0.01	0.01
296	FAM89A	Delta	0.664705882352941	0.00496738593748199	0.01	0	0
297	FAM98B	Delta	-0.517647058823529	0.0400017929595607	0.03	0.04	0.03
298	FANCC	Delta	-0.567647058823529	0.021814592143743	0.04	0.02	0.02
299	FASTK	Delta	0.588235294117647	0.0165397221953782	0.03	0.01	0.01
300	FBXL7	Delta	-0.694117647058824	0.00285370590345691	0.01	0.01	0
301	FBXO34	Delta	0.558823529411765	0.0244365114245058	0.02	0.04	0.01
302	FBXO41	Delta	0.588235294117647	0.0165397221953782	0.02	0.01	0.01
303	FBXW7	Delta	0.679411764705882	0.00379343266915975	0	0	0
304	FBXW9	Delta	0.582352941176471	0.0179327341310354	0.01	0	0
305	FCHSD2	Delta	-0.823529411764706	8.83913936384216e-05	0	0	0
306	FGD2	Delta	-0.567647058823529	0.021814592143743	0.03	0	0
307	FGF1	Delta	-0.655882352941176	0.00580073696223151	0	0	0.01
308	FGF12	Delta	0.538235294117647	0.0314932282058384	0.04	0	0.02
309	FGF7	Delta	-0.820588235294118	9.84127041687541e-05	0	0	0
310	FHIT	Delta	-0.761764705882353	0.00060534283807059	0	0	0
311	FMO4	Delta	-0.661764705882353	0.00523375330132754	0.01	0.01	0.02
312	FOLH1	Delta	-0.544117647058823	0.0293363374813766	0.02	0.01	0
313	FRMD4B	Delta	-0.605882352941176	0.0128602985333672	0	0.01	0
314	FRMD5	Delta	-0.579411764705882	0.0186625294177119	0.03	0.02	0
315	FRMPD4	Delta	0.641176470588235	0.00743441908253395	0.02	0.02	0
316	FRS2	Delta	-0.6	0.0140071223296	0.02	0.02	0.02
317	FRS3	Delta	0.617647058823529	0.0107879846019488	0.01	0	0.01
318	FRYL	Delta	-0.623529411764706	0.00985565039092201	0.01	0	0
319	FURIN	Delta	0.652941176470588	0.00610204667907699	0.01	0.02	0
320	FZD4	Delta	0.782352941176471	0.000341220763964972	0	0	0
321	GAA	Delta	0.585294117647059	0.0172252866160948	0.03	0.02	0
322	GAB2	Delta	-0.591176470588235	0.0158755795556414	0.01	0.01	0.01
323	GABPB1	Delta	-0.717647058823529	0.00174753506047024	0	0.01	0
324	GABPB2	Delta	-0.585294117647059	0.0172252866160948	0.03	0.02	0.03
325	GABRB3	Delta	0.620588235294118	0.0103135155496777	0	0.04	0.02
326	GAL3ST1	Delta	-0.623529411764706	0.00985565039092201	0.02	0.02	0
327	GALNT11	Delta	0.558823529411765	0.0244365114245058	0.02	0.04	0.03
328	GALNT12	Delta	-0.605882352941176	0.0128602985333672	0.01	0.02	0.01
329	GALNT6	Delta	-0.614705882352941	0.011279474063305	0	0.02	0.02
330	GALR1	Delta	-0.523529411764706	0.0374126481301495	0.03	0.03	0.03
331	GAP43	Delta	0.732352941176471	0.00125495816615226	0	0	0.01
332	GAREM	Delta	-0.702941176470588	0.00238695266930094	0	0	0.01
333	GART	Delta	0.585294117647059	0.0172252866160948	0.04	0.03	0.02
334	GAS6	Delta	0.523529411764706	0.0374126481301494	0.03	0.01	0.04
335	GCSH	Delta	-0.561764705882353	0.023537016474281	0.01	0.01	0.01
336	GDPD3	Delta	0.582352941176471	0.0179327341310354	0.03	0.02	0
337	GINM1	Delta	-0.547058823529412	0.028301087242109	0.01	0.01	0.04
338	GIT1	Delta	0.652941176470588	0.00610204667907699	0.01	0.01	0
339	GLA	Delta	0.679411764705882	0.00379343266915975	0	0.01	0.01
340	GLYR1	Delta	0.544117647058823	0.0293363374813766	0.02	0.01	0.01
341	GNA13	Delta	-0.670588235294118	0.00446720869773816	0	0	0.01
342	GOSR1	Delta	-0.602941176470588	0.0134241253978913	0.02	0.02	0.01
343	GPAT3	Delta	-0.582352941176471	0.0179327341310354	0.01	0.01	0.01
344	GPR108	Delta	0.614705882352941	0.011279474063305	0.02	0.01	0
345	GPR156	Delta	-0.555882352941176	0.0253621763206081	0.04	0.02	0.01
346	GPR6	Delta	0.573529411764706	0.0201910380465231	0.03	0.03	0.02
347	GPR61	Delta	0.614705882352941	0.011279474063305	0	0.01	0.01
348	GRAMD3	Delta	-0.691176470588235	0.00302471879504341	0	0	0.01
349	GRAP2	Delta	-0.535294117647059	0.0326158632940221	0.02	0.04	0.04
350	GRIA3	Delta	0.555882352941176	0.025362176320608	0.01	0.03	0.01
351	GRIN3A	Delta	0.523529411764706	0.0374126481301494	0.02	0.03	0.04
352	GRM5	Delta	0.632352941176471	0.00857758410309935	0	0.02	0
353	GRM7	Delta	0.582352941176471	0.0179327341310354	0	0.01	0.03
354	GTF2H3	Delta	-0.558823529411765	0.0244365114245058	0.02	0.03	0.02
