Pval	Waves	Gene	Rho	BootP	PermP	BootP_All
61	0.00523375330132754	Perc_recall	CLP1	-0.661764705882353	0.02	0.01	0
62	0.0140071223296	Perc_recall	COMMD1	-0.6	0.01	0.03	0.02
63	0.0304002188881703	Perc_recall	CPB1	-0.541176470588235	0.03	0.02	0.02
64	0.015232400876328	Perc_recall	CPEB4	0.594117647058824	0.03	0.01	0.04
65	0.0253621763206081	Perc_recall	CREB3L1	-0.555882352941176	0.02	0.03	0.01
66	0.0103135155496777	Perc_recall	CREBL2	0.620588235294118	0.02	0.03	0.01
67	0.0400017929595607	Perc_recall	CRIP3	0.517647058823529	0.03	0.03	0.04
68	0.0140071223296	Perc_recall	CRISPLD2	-0.6	0	0.01	0.04
69	0.0172252866160948	Perc_recall	CRTC3	-0.585294117647059	0.03	0.03	0.03
70	0.021814592143743	Perc_recall	CSE1L	0.567647058823529	0.04	0.04	0.04
71	0.011279474063305	Perc_recall	CTB-127M13.1	0.614705882352941	0.03	0.01	0.02
72	0.0253621763206081	Perc_recall	CTNNA1	-0.555882352941176	0.04	0.02	0.03
73	0.0186625294177119	Perc_recall	CUL4A	-0.579411764705882	0.01	0	0.02
74	0.00339156174521659	Perc_recall	CX3CR1	0.685294117647059	0.03	0.01	0
75	0.00446720869773813	Perc_recall	CXCL14	0.670588235294118	0.01	0	0.01
76	0.0179327341310354	Perc_recall	DCTN4	0.582352941176471	0.02	0.01	0.02
77	0.00580073696223151	Perc_recall	DDIT3	-0.655882352941176	0.01	0.01	0.01
78	0.000134322374774712	Perc_recall	DENND2A	-0.811764705882353	0	0	0
79	0.0058007369622315	Perc_recall	DENND4A	0.655882352941176	0.01	0	0.02
80	0.0123152031982464	Perc_recall	DEPTOR	-0.608823529411765	0.01	0.02	0
81	0.00471198194798998	Perc_recall	DGKA	0.667647058823529	0.01	0	0
82	0.0244365114245058	Perc_recall	DGKE	0.558823529411765	0.02	0.04	0.02
83	0.014609731954981	Perc_recall	DGUOK	-0.597058823529412	0.01	0.03	0.02
84	0.0226632048441846	Perc_recall	DHODH	-0.564705882352941	0.02	0.03	0.03
85	0.014609731954981	Perc_recall	DNAJC4	0.597058823529412	0.04	0	0
86	0.0272939727097307	Perc_recall	DPF3	-0.55	0.02	0.01	0.03
87	0.00285370590345691	Perc_recall	DUS2	-0.694117647058824	0	0	0.02
88	0.014609731954981	Perc_recall	DUSP14	0.597058823529412	0.03	0.02	0
89	0.0201910380465231	Perc_recall	DYNLT3	0.573529411764706	0.04	0.03	0.03
90	0.0209906963682178	Perc_recall	DYRK2	0.570588235294118	0.03	0.02	0.03
91	0.00446720869773816	Perc_recall	EFHD1	-0.670588235294118	0	0	0
92	0.0186625294177119	Perc_recall	EMC6	0.579411764705882	0.01	0.04	0.02
93	0.00898808926444689	Perc_recall	ENTPD5	-0.629411764705882	0.02	0.02	0.02
94	0.006102046679077	Perc_recall	EVA1C	-0.652941176470588	0.03	0	0.02
95	0.00985565039092204	Perc_recall	EXOC5	0.623529411764706	0.03	0.02	0.01
96	0.0244365114245058	Perc_recall	FAM129B	-0.558823529411765	0.02	0.04	0.01
97	0.0374126481301494	Perc_recall	FAM135B	0.523529411764706	0.03	0.02	0.04
98	0.0283010872421088	Perc_recall	FAM199X	0.547058823529412	0.04	0.03	0.04
99	0.0128602985333672	Perc_recall	FAM206A	0.605882352941176	0.02	0.01	0.02
100	0.041345806442249	Perc_recall	FAM21A	-0.514705882352941	0.04	0.03	0.03
101	0.0201910380465231	Perc_recall	FAM222B	-0.573529411764706	0.02	0.04	0
102	0.0209906963682178	Perc_recall	FAM50B	0.570588235294118	0.04	0	0.04
103	0.021814592143743	Perc_recall	FAM84A	0.567647058823529	0.03	0.02	0.02
104	0.0186625294177119	Perc_recall	FARSB	0.579411764705882	0.03	0.01	0
105	0.0103135155496777	Perc_recall	FAS	0.620588235294118	0.01	0	0.04
106	0.0201910380465231	Perc_recall	FBXL5	0.573529411764706	0.02	0.02	0.02
107	0.0361665149722456	Perc_recall	FBXO24	-0.526470588235294	0.03	0.01	0.02
108	0.0134241253978913	Perc_recall	FBXO42	-0.602941176470588	0.01	0	0.04
109	0.0123152031982464	Perc_recall	FGFR1	-0.608823529411765	0.02	0.02	0.01
110	0.00898808926444689	Perc_recall	FKBP5	-0.629411764705882	0.01	0.01	0.01
111	0.014609731954981	Perc_recall	FNDC9	0.597058823529412	0.01	0	0.02
112	0.00551142233634373	Perc_recall	FOXO3	-0.658823529411765	0.01	0.01	0.01
113	0.0253621763206081	Perc_recall	FTSJ1	-0.555882352941176	0.04	0.03	0.03
114	0.00238695266930094	Perc_recall	FTSJ3	-0.702941176470588	0.01	0	0
115	0.0326158632940219	Perc_recall	FUT9	0.535294117647059	0.03	0.03	0.02
116	0.0128602985333672	Perc_recall	FYTTD1	0.605882352941176	0.01	0.01	0.03
117	0.0165397221953782	Perc_recall	FZD3	0.588235294117647	0	0.04	0.03
118	0.0103135155496777	Perc_recall	GABPB2	-0.620588235294118	0.02	0.01	0.01
119	0.00857758410309935	Perc_recall	GABRA2	0.632352941176471	0.03	0.02	0
120	0.0179327341310354	Perc_recall	GATAD2A	-0.582352941176471	0.02	0.02	0.01
121	0.0201910380465231	Perc_recall	GATSL2	-0.573529411764706	0.02	0.01	0.02
122	0.000163846664736726	Perc_recall	GBP4	0.805882352941176	0.01	0	0
123	0.00818206461633403	Perc_recall	GLRA3	0.635294117647059	0.01	0.02	0.02
124	0.0103135155496777	Perc_recall	GPM6A	0.620588235294118	0.02	0	0.02
125	6.32812457323256e-05	Perc_recall	GPR161	-0.832352941176471	0	0	0
126	0.0186625294177119	Perc_recall	GPR22	0.579411764705882	0.01	0.01	0.04
127	0.0158755795556415	Perc_recall	GSTM4	0.591176470588235	0.03	0.02	0.01
128	0.00153448118982397	Perc_recall	HIF3A	-0.723529411764706	0.01	0	0.01
129	0.00320390861439574	Perc_recall	HIRIP3	-0.688235294117647	0.01	0	0
130	0.014609731954981	Perc_recall	HLA-DPA1	0.597058823529412	0.04	0.03	0.01
131	0.0485802888870239	Perc_recall	HMOX1	0.5	0.01	0.04	0.04
132	0.0103135155496777	Perc_recall	HNRNPM	-0.620588235294118	0.02	0.02	0.02
133	0.014609731954981	Perc_recall	HOOK2	-0.597058823529412	0.03	0.01	0.01
134	0.00471198194798998	Perc_recall	HOPX	0.667647058823529	0.01	0.01	0
135	0.0186625294177119	Perc_recall	HPS1	0.579411764705882	0	0.02	0.02
136	0.00985565039092204	Perc_recall	HS3ST1	0.623529411764706	0.01	0.01	0.02
137	0.00471198194799	Perc_recall	IFFO2	-0.667647058823529	0.02	0	0
138	0.0314932282058384	Perc_recall	IGSF6	0.538235294117647	0.03	0.03	0.02
139	0.0244365114245058	Perc_recall	IKBKB	-0.558823529411765	0.03	0.02	0.02
140	0.0140071223296	Perc_recall	IL10RB	-0.6	0.03	0.02	0
141	0.0123152031982465	Perc_recall	IL17RB	0.608823529411765	0	0.02	0.03
142	0.025362176320608	Perc_recall	IL33	0.555882352941176	0.03	0.04	0.03
143	0.0209906963682178	Perc_recall	INO80	-0.570588235294118	0.02	0.03	0.03
144	0.0253621763206081	Perc_recall	INPP1	-0.555882352941176	0.04	0	0.03
145	0.00224590060105133	Perc_recall	INSC	-0.705882352941176	0.01	0	0.02
146	0.00985565039092204	Perc_recall	ITGAM	0.623529411764706	0	0.01	0.02
147	0.00780113863100802	Perc_recall	JUP	-0.638235294117647	0.01	0	0.01
148	0.0226632048441846	Perc_recall	KCNG3	0.564705882352941	0.03	0.02	0.01
149	0.0058007369622315	Perc_recall	KCNJ16	0.655882352941176	0.02	0	0
150	0.0244365114245058	Perc_recall	KCNJ5	0.558823529411765	0.03	0.01	0.04
151	0.0272939727097306	Perc_recall	KCNN2	0.55	0.03	0.01	0.02
152	0.0158755795556415	Perc_recall	KCTD4	0.591176470588235	0.02	0.02	0.02
153	0.00125495816615226	Perc_recall	KIF19	-0.732352941176471	0.01	0	0
154	0.00238695266930094	Perc_recall	KLF15	-0.702941176470588	0.01	0	0
155	0.0226632048441846	Perc_recall	KRI1	-0.564705882352941	0.02	0.02	0.03
156	0.0179327341310354	Perc_recall	LA16c-306E5.2	-0.582352941176471	0.03	0.04	0.02
157	0.0186625294177119	Perc_recall	LAIR1	0.579411764705882	0.02	0.01	0.03
158	0.00446720869773816	Perc_recall	LLfos-48D6.2	-0.670588235294118	0	0.01	0.01
159	0.0304002188881702	Perc_recall	LPAR6	0.541176470588235	0.04	0.01	0.03
160	0.0283010872421088	Perc_recall	LRCH2	0.547058823529412	0.03	0.02	0.02
161	0.00985565039092201	Perc_recall	LRP5L	-0.623529411764706	0.02	0.03	0.01
162	0.00985565039092204	Perc_recall	LRRC3B	0.623529411764706	0.03	0	0.03
163	0.00065403023616479	Perc_recall	LRRN1	0.758823529411765	0	0	0
164	0.00109285081184815	Perc_recall	LRRN3	0.738235294117647	0.01	0	0
165	0.0326158632940219	Perc_recall	LRRTM2	0.535294117647059	0.03	0.02	0.04
166	0.0194151403865316	Perc_recall	LSG1	-0.576470588235294	0.03	0.01	0.01
167	0.00780113863100802	Perc_recall	LYST	0.638235294117647	0.01	0.01	0.02
168	0.041345806442249	Perc_recall	LYZ	0.514705882352941	0.03	0.03	0.03
169	0.015232400876328	Perc_recall	MAFF	-0.594117647058824	0.02	0.04	0.04
170	0.0235370164742809	Perc_recall	MAN1A1	0.561764705882353	0	0.03	0.03
171	0.0103135155496777	Perc_recall	MCAM	-0.620588235294118	0.02	0.01	0.01
172	0.00551142233634373	Perc_recall	MEI1	-0.658823529411765	0.02	0.01	0
173	0.0117884050531152	Perc_recall	METAP1	0.611764705882353	0.04	0	0.01
174	0.0140071223296	Perc_recall	METTL16	-0.6	0.04	0.02	0.03
175	0.00674207700717987	Perc_recall	METTL21A	0.647058823529412	0.01	0.02	0.01
176	0.0263144998706665	Perc_recall	MFF	0.552941176470588	0.03	0	0
177	0.0304002188881702	Perc_recall	MGAT4A	0.541176470588235	0.02	0.04	0.02
178	0.028301087242109	Perc_recall	MICALL1	-0.547058823529412	0.03	0.01	0.02
179	0.0194151403865316	Perc_recall	MIP	0.576470588235294	0.02	0.03	0.01
180	0.015232400876328	Perc_recall	MLXIP	-0.594117647058824	0.01	0.01	0.02
181	0.00285370590345691	Perc_recall	MPEG1	0.694117647058824	0	0.01	0
182	0.011279474063305	Perc_recall	MPHOSPH8	-0.614705882352941	0.02	0.01	0.01
183	0.023537016474281	Perc_recall	MREG	-0.561764705882353	0.03	0.02	0.03
184	0.0263144998706666	Perc_recall	MSH6	-0.552941176470588	0.02	0.02	0.01
185	0.0158755795556414	Perc_recall	MTF1	-0.591176470588235	0.02	0.01	0.02
186	0.041345806442249	Perc_recall	MVP	-0.514705882352941	0.04	0.04	0.02
187	0.0172252866160948	Perc_recall	NAA30	0.585294117647059	0.03	0	0.02
188	0.0201910380465231	Perc_recall	NAT10	-0.573529411764706	0.02	0.01	0.01
189	0.011279474063305	Perc_recall	NCKAP5L	-0.614705882352941	0.01	0.01	0
190	0.0201910380465231	Perc_recall	NCL	-0.573529411764706	0.04	0.02	0.04
191	0.0209906963682178	Perc_recall	NCOA7	-0.570588235294118	0.02	0.03	0.02
192	0.0272939727097307	Perc_recall	NDE1	-0.55	0.04	0.03	0.02
193	0.0470631404672732	Perc_recall	NDUFA6	0.502941176470588	0.04	0.04	0.04
194	0.0186625294177119	Perc_recall	NEFM	-0.579411764705882	0.03	0.02	0.02
195	0.0058007369622315	Perc_recall	NETO2	0.655882352941176	0.02	0	0
196	0.00985565039092201	Perc_recall	NFKBIA	-0.623529411764706	0.02	0.01	0.04
197	0.0194151403865316	Perc_recall	NFKBIZ	-0.576470588235294	0.03	0.02	0
198	0.0194151403865316	Perc_recall	NKD1	-0.576470588235294	0.02	0.02	0
199	0.0172252866160948	Perc_recall	NLGN4X	0.585294117647059	0.01	0.02	0.01
200	0.0172252866160948	Perc_recall	NMNAT1	-0.585294117647059	0.03	0.01	0.03
201	0.0293363374813766	Perc_recall	NOA1	0.544117647058823	0.02	0.01	0.03
202	0.0140071223296	Perc_recall	NPR1	0.6	0.01	0.01	0.02
203	0.0272939727097306	Perc_recall	NR0B1	0.55	0.03	0.03	0.03
204	0.0209906963682178	Perc_recall	NSUN6	-0.570588235294118	0.02	0.04	0.03
205	0.0123152031982464	Perc_recall	NUDT16	-0.608823529411765	0.02	0	0
206	0.0485802888870239	Perc_recall	NUPL2	0.5	0.03	0.03	0.03
207	0.0123152031982464	Perc_recall	NXPE3	-0.608823529411765	0.03	0	0.01
208	0.0226632048441846	Perc_recall	OGFOD3	-0.564705882352941	0.02	0.03	0.03
209	0.0186625294177119	Perc_recall	OR14I1	0.579411764705882	0.03	0.02	0
210	0.0374126481301494	Perc_recall	ORMDL1	0.523529411764706	0.03	0.03	0.02
211	0.0128602985333672	Perc_recall	PANK3	0.605882352941176	0	0.01	0.01
212	0.0400017929595607	Perc_recall	PCDH8	0.517647058823529	0.02	0.02	0.03
213	0.0172252866160948	Perc_recall	PCDHB16	0.585294117647059	0.02	0.01	0.01
214	0.041345806442249	Perc_recall	PCNP	0.514705882352941	0.03	0.04	0.04
215	0.0361665149722455	Perc_recall	PCNX	0.526470588235294	0.04	0.04	0.03
216	0.0244365114245058	Perc_recall	PCSK7	0.558823529411765	0.03	0	0
217	0.00153448118982397	Perc_recall	PCYT1A	-0.723529411764706	0.01	0	0
218	0.00708152408658287	Perc_recall	PDAP1	-0.644117647058823	0.02	0.01	0.01
219	0.0123152031982464	Perc_recall	PDCL3	-0.608823529411765	0.03	0.02	0.01
220	0.025362176320608	Perc_recall	PEX1	0.555882352941176	0.04	0	0.01
221	0.00743441908253395	Perc_recall	PGM2	0.641176470588235	0.01	0.01	0.04
222	0.0172252866160948	Perc_recall	PHF8	-0.585294117647059	0.03	0	0.03
223	0.00302471879504341	Perc_recall	PIK3CB	-0.691176470588235	0.01	0.01	0.02
224	0.00174753506047024	Perc_recall	PLA2G12A	0.717647058823529	0.01	0	0
225	0.0386909071406499	Perc_recall	PLET1	0.520588235294118	0.04	0.03	0.04
226	0.0172252866160948	Perc_recall	PLSCR5	0.585294117647059	0.04	0.02	0.02
227	0.0235370164742809	Perc_recall	PON2	0.561764705882353	0.04	0.04	0.03
228	0.0209906963682178	Perc_recall	PPP1CC	0.570588235294118	0.02	0.03	0.02
229	0.00743441908253395	Perc_recall	PRR5	-0.641176470588235	0.04	0	0.02
230	0.0293363374813766	Perc_recall	PSMB1	0.544117647058823	0.04	0.03	0.04
231	0.0158755795556415	Perc_recall	PSMD6	0.591176470588235	0.03	0.02	0.03
232	0.015232400876328	Perc_recall	PTBP3	0.594117647058824	0.03	0.02	0.01
233	0.0272939727097306	Perc_recall	PTCHD1	0.55	0.04	0.03	0.01
234	0.00400825239020936	Perc_recall	PTPN14	-0.676470588235294	0	0	0
235	0.028301087242109	Perc_recall	PTRF	-0.547058823529412	0.04	0.03	0.04
236	0.025362176320608	Perc_recall	PURG	0.555882352941176	0.02	0.02	0.04
237	0.0244365114245058	Perc_recall	RAD1	0.558823529411765	0.04	0.02	0.03
238	0.00523375330132754	Perc_recall	RALY	-0.661764705882353	0	0	0
239	0.00985565039092204	Perc_recall	RANGRF	0.623529411764706	0.01	0.02	0.01
240	0.00818206461633403	Perc_recall	RAP2A	0.635294117647059	0	0.01	0
241	0.00743441908253395	Perc_recall	RAPH1	0.641176470588235	0.01	0	0
242	0.0107879846019488	Perc_recall	RAVER2	0.617647058823529	0.03	0	0.01
243	0.0374126481301494	Perc_recall	RBBP9	0.523529411764706	0.03	0.01	0.04
244	0.0314932282058384	Perc_recall	RCHY1	0.538235294117647	0.02	0.03	0.03
245	0.0128602985333672	Perc_recall	RCL1	-0.605882352941176	0.03	0	0.03
246	0.0107879846019488	Perc_recall	RECQL5	-0.617647058823529	0.02	0.01	0.01
247	0.0374126481301494	Perc_recall	RGS5	0.523529411764706	0.04	0.04	0.02
248	0.0337686229602347	Perc_recall	RGS9BP	0.532352941176471	0.04	0.02	0.04
249	0.0337686229602347	Perc_recall	RHOT1	0.532352941176471	0.03	0.01	0.04
250	0.00743441908253395	Perc_recall	RIIAD1	0.641176470588235	0	0.01	0.02
251	0.011279474063305	Perc_recall	RP11-286N22.8	-0.614705882352941	0.03	0	0.01
252	0.0186625294177119	Perc_recall	RP11-529K1.3	-0.579411764705882	0.02	0.02	0.02
253	0.0165397221953782	Perc_recall	RP11-849F2.7	0.588235294117647	0.03	0	0.01
254	0.00941397730678363	Perc_recall	RP3-461F17.3	-0.626470588235294	0.01	0.01	0
255	0.00674207700717987	Perc_recall	RPA1	-0.647058823529412	0.01	0.01	0.02
256	0.0117884050531152	Perc_recall	RPLP2	-0.611764705882353	0.03	0.01	0.02
257	0.00065403023616479	Perc_recall	RPS26	0.758823529411765	0	0	0
258	0.0272939727097306	Perc_recall	RPS27	0.55	0.03	0.03	0.02
259	0.00818206461633403	Perc_recall	RPS6KB1	-0.635294117647059	0.03	0	0
260	0.00780113863100802	Perc_recall	RRBP1	-0.638235294117647	0.01	0.03	0.01
261	0.028301087242109	Perc_recall	RRN3	-0.547058823529412	0.02	0.01	0.03
262	0.00743441908253395	Perc_recall	RUFY1	-0.641176470588235	0	0.03	0.01
263	0.0304002188881703	Perc_recall	SAFB	-0.541176470588235	0.04	0.03	0.04
264	0.0140071223296	Perc_recall	SAFB2	-0.6	0.02	0.02	0.01
265	0.0441352182349839	Perc_recall	SAMD5	0.508823529411765	0.02	0.03	0.04
266	0.0272939727097307	Perc_recall	SCUBE1	-0.55	0.03	0.02	0.02
267	0.021814592143743	Perc_recall	SDCBP	0.567647058823529	0.01	0.02	0.03
268	0.0337686229602348	Perc_recall	SEC14L1	-0.532352941176471	0.04	0.03	0.02
269	0.00198404324776996	Perc_recall	SEC24B	0.711764705882353	0	0	0.01
270	0.00898808926444689	Perc_recall	SEMA3A	-0.629411764705882	0.01	0.02	0.01
271	0.0165397221953781	Perc_recall	SEMA3E	-0.588235294117647	0.01	0.02	0.02
272	0.014609731954981	Perc_recall	SERTM1	0.597058823529412	0.04	0.01	0.01
273	0.000705890586909894	Perc_recall	SH3PXD2B	-0.755882352941176	0.01	0	0
274	0.0263144998706666	Perc_recall	SHMT1	-0.552941176470588	0.02	0.03	0.04
275	0.0253621763206081	Perc_recall	SIL1	-0.555882352941176	0.02	0.03	0.02
276	0.0235370164742809	Perc_recall	SLC16A14	0.561764705882353	0.02	0.01	0.02
277	0.000134322374774712	Perc_recall	SLC27A5	-0.811764705882353	0	0	0
278	0.00496738593748203	Perc_recall	SLC35E3	-0.664705882352941	0.01	0.01	0.02
279	0.023537016474281	Perc_recall	SLC38A10	-0.561764705882353	0.03	0.02	0.03
280	0.0455816161239403	Perc_recall	SLC4A8	-0.505882352941176	0.03	0.01	0.04
281	0.00523375330132751	Perc_recall	SLCO1C1	0.661764705882353	0.01	0.01	0.01
282	0.023537016474281	Perc_recall	SLCO3A1	-0.561764705882353	0.04	0.02	0.03
283	0.00743441908253395	Perc_recall	SMC1A	-0.641176470588235	0.02	0.01	0
284	0.0244365114245058	Perc_recall	SMIM20	0.558823529411765	0.03	0.02	0.04
285	0.00523375330132754	Perc_recall	SMOC1	-0.661764705882353	0.01	0	0.02
286	0.00523375330132754	Perc_recall	SMOX	-0.661764705882353	0.01	0.01	0
287	0.011279474063305	Perc_recall	SMPDL3B	-0.614705882352941	0.01	0.01	0.02
288	0.0026905894025606	Perc_recall	SNX20	0.697058823529412	0	0.01	0.01
289	0.0209906963682178	Perc_recall	SNX29	-0.570588235294118	0.02	0.02	0.03
290	0.0058007369622315	Perc_recall	SOX4	0.655882352941176	0	0	0.02
291	0.0172252866160948	Perc_recall	SPA17	0.585294117647059	0.01	0.03	0.01
292	0.0263144998706666	Perc_recall	SPATA22	-0.552941176470588	0.04	0.04	0.01
293	0.0244365114245058	Perc_recall	SRPK2	-0.558823529411765	0.04	0.01	0.03
294	0.0349520067895181	Perc_recall	SRSF6	0.529411764705882	0.04	0.01	0.01
295	0.0103135155496777	Perc_recall	ST5	-0.620588235294118	0.03	0	0.04
296	0.00818206461633403	Perc_recall	STRIP2	0.635294117647059	0.02	0.01	0.01
297	0.00780113863100802	Perc_recall	STX4	-0.638235294117647	0	0.01	0.02
298	0.000948282785737869	Perc_recall	STX6	0.744117647058824	0	0.01	0
299	0.028301087242109	Perc_recall	STX8	-0.547058823529412	0.04	0.02	0.03
300	0.0374126481301494	Perc_recall	STXBP6	0.523529411764706	0.02	0.03	0.03
301	0.0058007369622315	Perc_recall	SUPT7L	0.655882352941176	0.02	0.01	0
302	0.0140071223296	Perc_recall	SUSD3	0.6	0.04	0	0.01
303	0.00743441908253395	Perc_recall	SYAP1	-0.641176470588235	0	0.02	0.01
304	0.0172252866160948	Perc_recall	TAB2	0.585294117647059	0.02	0.02	0.03
305	0.00379343266915975	Perc_recall	TAB3	0.679411764705882	0	0.01	0.01
306	0.0123152031982464	Perc_recall	TACC1	-0.608823529411765	0	0.03	0.04
307	0.028301087242109	Perc_recall	TACC3	-0.547058823529412	0.03	0.04	0.04
308	0.0272939727097306	Perc_recall	TAF9B	0.55	0.02	0.03	0.03
309	0.015232400876328	Perc_recall	TAX1BP3	0.594117647058824	0.02	0.03	0.03
310	0.014609731954981	Perc_recall	TAZ	-0.597058823529412	0.02	0.02	0.01
311	0.000148475592232346	Perc_recall	TBC1D10A	-0.808823529411765	0	0	0
312	0.0253621763206081	Perc_recall	TBCE	-0.555882352941176	0.04	0.01	0.04
313	0.014609731954981	Perc_recall	TENM2	0.597058823529412	0.01	0.01	0.01
314	0.00818206461633403	Perc_recall	TFAP2E	-0.635294117647059	0.01	0.01	0.02
315	0.015232400876328	Perc_recall	TFCP2	-0.594117647058824	0.01	0	0.03
316	0.00471198194799	Perc_recall	TIMELESS	-0.667647058823529	0	0	0.01
317	0.0179327341310354	Perc_recall	TMEM132C	-0.582352941176471	0.02	0.02	0.03
318	0.014609731954981	Perc_recall	TMEM133	0.597058823529412	0.03	0.01	0.02
319	0.00857758410309935	Perc_recall	TMEM170B	0.632352941176471	0.03	0.02	0.03
320	0.011279474063305	Perc_recall	TMEM200A	0.614705882352941	0.01	0.02	0.02
321	0.0201910380465231	Perc_recall	TMEM257	0.573529411764706	0.03	0.01	0.02
322	0.0283010872421088	Perc_recall	TMEM69	0.547058823529412	0.02	0.03	0.03
323	0.0064157065211753	Perc_recall	TNFSF10	0.65	0.03	0.02	0.01
324	0.0304002188881702	Perc_recall	TNPO1	0.541176470588235	0.04	0.03	0.01
325	0.00285370590345691	Perc_recall	TPTE	-0.694117647058824	0.01	0	0.01
