Gene	Waves	Rho	Pval	BootP	PermP	BootP_All
43	HSD17B12	STG_GM_Thickness_mm	-0.538235294117647	0.0314932282058384	0.01	0	0.02
44	INAFM1	STG_GM_Thickness_mm	-0.535294117647059	0.0326158632940221	0.03	0.04	0.03
45	INSIG1	STG_GM_Thickness_mm	-0.526470588235294	0.0361665149722456	0.04	0.01	0.03
46	MAGEC3	STG_GM_Thickness_mm	0.529411764705882	0.0349520067895181	0.03	0.03	0.03
47	MED21	STG_GM_Thickness_mm	0.511764705882353	0.0427234481633318	0.04	0.04	0.04
48	MOGAT1	STG_GM_Thickness_mm	0.561764705882353	0.0235370164742809	0.04	0.03	0.02
49	MR1	STG_GM_Thickness_mm	0.561764705882353	0.0235370164742809	0.03	0.01	0.04
50	NDNF	STG_GM_Thickness_mm	0.547058823529412	0.0283010872421088	0.04	0	0.03
51	NKX2-2	STG_GM_Thickness_mm	-0.544117647058823	0.0293363374813766	0.04	0.02	0.01
52	NOXA1	STG_GM_Thickness_mm	-0.661764705882353	0.00523375330132754	0	0	0
53	OAS3	STG_GM_Thickness_mm	0.605882352941176	0.0128602985333672	0.01	0	0
54	PACSIN3	STG_GM_Thickness_mm	-0.635294117647059	0.00818206461633403	0.01	0.02	0.01
55	PARN	STG_GM_Thickness_mm	-0.541176470588235	0.0304002188881703	0.04	0.04	0
56	PCK1	STG_GM_Thickness_mm	-0.705882352941176	0.00224590060105133	0.02	0	0
57	PDZRN4	STG_GM_Thickness_mm	0.602941176470588	0.0134241253978914	0.03	0.04	0.01
58	PHLDA1	STG_GM_Thickness_mm	0.65	0.0064157065211753	0.02	0	0
59	PKP2	STG_GM_Thickness_mm	0.558823529411765	0.0244365114245058	0.04	0.02	0.02
60	PRCP	STG_GM_Thickness_mm	0.588235294117647	0.0165397221953782	0.01	0.01	0.02
61	PRLHR	STG_GM_Thickness_mm	0.514705882352941	0.041345806442249	0	0.02	0.02
62	PUS7	STG_GM_Thickness_mm	0.661764705882353	0.00523375330132751	0	0	0
63	RASSF3	STG_GM_Thickness_mm	0.567647058823529	0.021814592143743	0.01	0.02	0.01
64	RBM4	STG_GM_Thickness_mm	0.602941176470588	0.0134241253978914	0.02	0.01	0.01
65	RP5-1052I5.2	STG_GM_Thickness_mm	0.526470588235294	0.0361665149722455	0.02	0.02	0.03
66	RPL29	STG_GM_Thickness_mm	-0.558823529411765	0.0244365114245058	0	0.02	0.01
67	RPL39L	STG_GM_Thickness_mm	0.555882352941176	0.025362176320608	0.01	0.03	0.01
68	SCAND1	STG_GM_Thickness_mm	-0.567647058823529	0.021814592143743	0.03	0.03	0.01
69	SCARA5	STG_GM_Thickness_mm	0.614705882352941	0.011279474063305	0.01	0	0.01
70	SCO1	STG_GM_Thickness_mm	0.535294117647059	0.0326158632940219	0.04	0.04	0.04
71	SDPR	STG_GM_Thickness_mm	-0.526470588235294	0.0361665149722456	0.02	0.03	0.01
72	SERPINI1	STG_GM_Thickness_mm	0.555882352941176	0.025362176320608	0.02	0.04	0.04
73	SHBG	STG_GM_Thickness_mm	-0.547058823529412	0.028301087242109	0.02	0.02	0.04
74	SIRT2	STG_GM_Thickness_mm	-0.614705882352941	0.011279474063305	0.03	0	0.01
75	SLC26A2	STG_GM_Thickness_mm	0.579411764705882	0.0186625294177119	0.04	0.01	0.02
76	SLC6A13	STG_GM_Thickness_mm	0.605882352941176	0.0128602985333672	0.03	0.01	0.01
77	SLITRK4	STG_GM_Thickness_mm	0.585294117647059	0.0172252866160948	0.01	0	0.02
78	SOX10	STG_GM_Thickness_mm	-0.576470588235294	0.0194151403865316	0.03	0.03	0.04
79	SPP1	STG_GM_Thickness_mm	-0.582352941176471	0.0179327341310354	0.03	0.03	0.02
80	SRGN	STG_GM_Thickness_mm	-0.608823529411765	0.0123152031982464	0	0	0.01
81	SSNA1	STG_GM_Thickness_mm	-0.597058823529412	0.014609731954981	0.03	0.01	0
82	STC1	STG_GM_Thickness_mm	0.526470588235294	0.0361665149722455	0.02	0.03	0.01
83	TGFBR3L	STG_GM_Thickness_mm	-0.514705882352941	0.041345806442249	0.04	0.03	0.03
84	TIGD6	STG_GM_Thickness_mm	0.505882352941176	0.0455816161239403	0.02	0.01	0.03
85	TIMM17B	STG_GM_Thickness_mm	-0.552941176470588	0.0263144998706666	0.02	0.04	0.03
86	TMED8	STG_GM_Thickness_mm	0.626470588235294	0.00941397730678366	0.01	0	0.02
87	TMEM41A	STG_GM_Thickness_mm	-0.564705882352941	0.0226632048441846	0.01	0	0.01
88	TRIM39	STG_GM_Thickness_mm	0.629411764705882	0.00898808926444689	0	0	0
89	TSPAN18	STG_GM_Thickness_mm	0.520588235294118	0.0386909071406499	0.04	0.03	0
90	TUBA1B	STG_GM_Thickness_mm	-0.594117647058824	0.015232400876328	0.01	0.01	0.03
91	UAP1L1	STG_GM_Thickness_mm	-0.661764705882353	0.00523375330132754	0	0	0
92	VEGFB	STG_GM_Thickness_mm	-0.597058823529412	0.014609731954981	0.01	0	0
93	VSTM5	STG_GM_Thickness_mm	0.594117647058824	0.015232400876328	0.02	0.03	0.02
94	VWA1	STG_GM_Thickness_mm	-0.705882352941176	0.00224590060105133	0	0	0
95	WDR54	STG_GM_Thickness_mm	-0.638235294117647	0.00780113863100802	0.03	0.02	0
96	ZMYND15	STG_GM_Thickness_mm	-0.605882352941176	0.0128602985333672	0.02	0	0.02
97	ZNF391	STG_GM_Thickness_mm	0.502941176470588	0.0470631404672732	0.02	0.04	0.03
98	ZNF497	STG_GM_Thickness_mm	0.505882352941176	0.0455816161239403	0.03	0.03	0.04
99	ASIP	BrainSeg_mm3	-0.629411764705882	0.00898808926444689	0.01	0.01	0
100	ATP6V0A2	BrainSeg_mm3	-0.526470588235294	0.0361665149722456	0.03	0.02	0.04
101	EMC8	BrainSeg_mm3	-0.505882352941176	0.0455816161239403	0.03	0.03	0.03
102	FPR1	BrainSeg_mm3	-0.664705882352941	0.00496738593748203	0	0.01	0.02
103	GPR3	BrainSeg_mm3	-0.614705882352941	0.011279474063305	0	0.02	0.01
104	KIF25	BrainSeg_mm3	-0.602941176470588	0.0134241253978913	0	0.01	0.02
105	MORN1	BrainSeg_mm3	0.629411764705882	0.00898808926444689	0.02	0.02	0
106	OSR1	BrainSeg_mm3	0.508823529411765	0.0441352182349839	0.03	0.01	0.02
107	PLEKHH3	BrainSeg_mm3	-0.547058823529412	0.028301087242109	0.03	0.04	0.03
108	PNMT	BrainSeg_mm3	-0.526470588235294	0.0361665149722456	0.03	0.03	0.04
109	RABIF	BrainSeg_mm3	-0.614705882352941	0.011279474063305	0.01	0.01	0.01
110	TRMU	BrainSeg_mm3	0.582352941176471	0.0179327341310354	0.03	0.02	0.02
111	WDR54	BrainSeg_mm3	-0.594117647058824	0.015232400876328	0.03	0	0
112	ABCC1	IpsHipVol_mm3	0.655882352941176	0.0058007369622315	0	0	0
113	ANKRD55	IpsHipVol_mm3	-0.661764705882353	0.00523375330132754	0.02	0.01	0
114	AQP9	IpsHipVol_mm3	-0.644117647058823	0.00708152408658287	0.01	0	0
115	CCL2	IpsHipVol_mm3	-0.641176470588235	0.00743441908253395	0.01	0.01	0.01
116	CD37	IpsHipVol_mm3	-0.567647058823529	0.021814592143743	0.03	0	0.03
117	CLEC7A	IpsHipVol_mm3	-0.594117647058824	0.015232400876328	0.02	0.02	0
118	CTDP1	IpsHipVol_mm3	0.723529411764706	0.00153448118982396	0	0	0
119	CXorf40B	IpsHipVol_mm3	0.626470588235294	0.00941397730678366	0.02	0	0
120	DHDH	IpsHipVol_mm3	-0.6	0.0140071223296	0.02	0.01	0.02
121	DNAJC17	IpsHipVol_mm3	0.535294117647059	0.0326158632940219	0.02	0.03	0
122	DYTN	IpsHipVol_mm3	0.558823529411765	0.0244365114245058	0.02	0	0.02
123	EFHC2	IpsHipVol_mm3	-0.558823529411765	0.0244365114245058	0.02	0.02	0.04
124	EGFR	IpsHipVol_mm3	0.623529411764706	0.00985565039092204	0.04	0	0
125	EIF2B1	IpsHipVol_mm3	0.667647058823529	0.00471198194798998	0	0	0
126	EPM2A	IpsHipVol_mm3	-0.505882352941176	0.0455816161239403	0.02	0.01	0.03
127	FAM109A	IpsHipVol_mm3	0.573529411764706	0.0201910380465231	0.01	0.03	0
128	FBXO32	IpsHipVol_mm3	0.558823529411765	0.0244365114245058	0.02	0.03	0
129	FGF11	IpsHipVol_mm3	0.564705882352941	0.0226632048441846	0.01	0.01	0.02
130	GALNT16	IpsHipVol_mm3	0.65	0.0064157065211753	0.02	0	0
131	HDAC7	IpsHipVol_mm3	0.508823529411765	0.0441352182349839	0.04	0.04	0
132	HMOX1	IpsHipVol_mm3	-0.591176470588235	0.0158755795556414	0.01	0	0.01
133	IER3	IpsHipVol_mm3	-0.55	0.0272939727097307	0.03	0.03	0.02
134	IGFBP5	IpsHipVol_mm3	0.526470588235294	0.0361665149722455	0.04	0.03	0.01
135	ISM1	IpsHipVol_mm3	0.520588235294118	0.0386909071406499	0.03	0.01	0.03
136	JAK1	IpsHipVol_mm3	0.582352941176471	0.0179327341310354	0.03	0	0.01
137	KCNG4	IpsHipVol_mm3	0.629411764705882	0.00898808926444689	0.01	0.02	0.01
138	LPAR3	IpsHipVol_mm3	-0.585294117647059	0.0172252866160948	0	0.04	0.01
139	MAP3K6	IpsHipVol_mm3	0.558823529411765	0.0244365114245058	0.02	0.01	0.01
140	MEGF11	IpsHipVol_mm3	0.697058823529412	0.0026905894025606	0	0.01	0
141	MFAP4	IpsHipVol_mm3	0.529411764705882	0.0349520067895181	0.03	0.02	0.03
142	MTCH2	IpsHipVol_mm3	-0.561764705882353	0.023537016474281	0.03	0.03	0
143	NTSR1	IpsHipVol_mm3	-0.555882352941176	0.0253621763206081	0.03	0	0.02
144	PSCA	IpsHipVol_mm3	0.588235294117647	0.0165397221953782	0.02	0.01	0.03
145	RP11-20I23.1	IpsHipVol_mm3	-0.611764705882353	0.0117884050531152	0	0.02	0.04
146	SH2D1B	IpsHipVol_mm3	0.520588235294118	0.0386909071406499	0.04	0.01	0.04
147	SPEF1	IpsHipVol_mm3	-0.635294117647059	0.00818206461633403	0.02	0.02	0.01
148	STK24	IpsHipVol_mm3	0.523529411764706	0.0374126481301494	0.04	0.03	0.01
149	TATDN3	IpsHipVol_mm3	-0.529411764705882	0.0349520067895182	0.01	0.04	0.02
150	TBC1D1	IpsHipVol_mm3	0.544117647058823	0.0293363374813766	0.04	0.03	0.02
151	TIMP3	IpsHipVol_mm3	0.570588235294118	0.0209906963682178	0.03	0.01	0.01
152	TMEM100	IpsHipVol_mm3	0.623529411764706	0.00985565039092204	0.01	0.01	0
153	TMEM150A	IpsHipVol_mm3	-0.626470588235294	0.00941397730678363	0.01	0.02	0.01
154	VAX1	IpsHipVol_mm3	-0.597058823529412	0.014609731954981	0.03	0.01	0
155	VPS37C	IpsHipVol_mm3	0.532352941176471	0.0337686229602347	0.04	0.02	0.03
156	ZAR1	IpsHipVol_mm3	-0.632352941176471	0.00857758410309935	0.01	0.01	0.01
157	ZDHHC19	IpsHipVol_mm3	-0.561764705882353	0.023537016474281	0.02	0.02	0.02
158	ZNF79	IpsHipVol_mm3	0.55	0.0272939727097306	0.01	0.04	0.01
