Gene	Waves	Rho	Pval	BootP	PermP	BootP_All
1675	C1QTNF4	Delta	0.647058823529412	0.00674207700717987	0.01	0	0.02
1692	C21orf91	Delta	-0.585294117647059	0.0172252866160948	0.01	0.03	0.03
1718	C2orf80	Delta	0.617647058823529	0.0107879846019488	0.01	0.01	0
1725	C3AR1	Delta	-0.505882352941176	0.0455816161239403	0.03	0.04	0.04
1791	C7orf49	Delta	-0.626470588235294	0.00941397730678363	0	0	0
1808	C8orf82	Delta	0.579411764705882	0.0186625294177119	0	0.03	0.01
1814	C9orf116	Delta	0.614705882352941	0.011279474063305	0.01	0.04	0
1828	C9orf85	Delta	-0.641176470588235	0.00743441908253395	0	0.03	0
1839	CA4	Delta	0.555882352941176	0.025362176320608	0.04	0.01	0.04
1842	CA7	Delta	0.7	0.00253509460443193	0.01	0	0.01
1852	CABP7	Delta	0.538235294117647	0.0314932282058384	0.04	0.02	0.04
1857	CACNA1B	Delta	0.585294117647059	0.0172252866160948	0.02	0.01	0.02
1858	CACNA1C	Delta	0.544117647058823	0.0293363374813766	0.04	0.03	0
1889	CADPS	Delta	0.658823529411765	0.00551142233634371	0.01	0	0
1899	CALD1	Delta	-0.594117647058824	0.015232400876328	0.01	0.02	0.01
1901	CALHM2	Delta	0.558823529411765	0.0244365114245058	0.01	0.01	0.04
1909	CAMK1	Delta	0.667647058823529	0.00471198194798998	0.01	0.01	0
1939	CAPN13	Delta	-0.570588235294118	0.0209906963682178	0.01	0.02	0.01
1943	CAPN3	Delta	-0.547058823529412	0.028301087242109	0.03	0.02	0.02
1957	CARD11	Delta	-0.567647058823529	0.021814592143743	0	0.02	0
1980	CASKIN1	Delta	0.594117647058824	0.015232400876328	0.03	0.02	0.01
1993	CASQ2	Delta	-0.611764705882353	0.0117884050531152	0.01	0.03	0.01
2009	CBFB	Delta	-0.75	0.000819764027255587	0	0	0
2031	CBX6	Delta	0.685294117647059	0.00339156174521659	0	0	0
2059	CCDC122	Delta	-0.582352941176471	0.0179327341310354	0.01	0.01	0
2072	CCDC141	Delta	-0.638235294117647	0.00780113863100802	0	0	0
2079	CCDC150	Delta	-0.620588235294118	0.0103135155496777	0	0.02	0.02
2118	CCDC39	Delta	-0.641176470588235	0.00743441908253395	0	0	0
2132	CCDC64	Delta	0.708823529411765	0.00211168123925454	0	0.01	0
2153	CCDC85A	Delta	0.535294117647059	0.0326158632940219	0.02	0.01	0.02
2158	CCDC88A	Delta	-0.535294117647059	0.0326158632940221	0.03	0.03	0.01
2165	CCDC92	Delta	0.705882352941176	0.00224590060105133	0	0	0
2194	CCNE2	Delta	-0.567647058823529	0.021814592143743	0.01	0.01	0.04
2221	CCSER2	Delta	-0.644117647058823	0.00708152408658287	0.01	0.02	0.01
2257	CD34	Delta	0.517647058823529	0.0400017929595607	0.02	0.04	0.02
2272	CD55	Delta	-0.7	0.00253509460443193	0	0	0
2279	CD72	Delta	-0.573529411764706	0.0201910380465231	0.04	0.04	0.01
2281	CD80	Delta	-0.561764705882353	0.023537016474281	0.02	0.04	0.04
2311	CDC42BPA	Delta	-0.608823529411765	0.0123152031982464	0.02	0	0
2313	CDC42EP1	Delta	-0.541176470588235	0.0304002188881703	0.04	0.03	0.01
2315	CDC42EP3	Delta	0.579411764705882	0.0186625294177119	0.02	0.03	0.04
2331	CDCP1	Delta	-0.788235294117647	0.000286465682391853	0	0.01	0
2332	CDH1	Delta	-0.65	0.0064157065211753	0.01	0.01	0
2348	CDH5	Delta	0.629411764705882	0.00898808926444689	0	0.01	0.01
2369	CDK19	Delta	-0.532352941176471	0.0337686229602348	0.01	0.04	0
2422	CECR2	Delta	-0.7	0.00253509460443193	0	0	0
2426	CELF1	Delta	0.667647058823529	0.00471198194798998	0	0	0
2429	CELF4	Delta	0.567647058823529	0.021814592143743	0.01	0.04	0.03
2482	CEP72	Delta	0.541176470588235	0.0304002188881702	0	0.03	0.02
2490	CEP97	Delta	-0.555882352941176	0.0253621763206081	0.03	0.01	0
2518	CFAP53	Delta	-0.570588235294118	0.0209906963682178	0.01	0.01	0.01
2539	CFTR	Delta	-0.658823529411765	0.00551142233634373	0	0	0.01
2553	CHADL	Delta	-0.579411764705882	0.0186625294177119	0.02	0.03	0.02
2558	CHCHD10	Delta	0.558823529411765	0.0244365114245058	0.01	0.02	0.02
2566	CHD1L	Delta	-0.688235294117647	0.00320390861439574	0	0	0
2572	CHD7	Delta	-0.644117647058823	0.00708152408658287	0	0.02	0
2600	CHMP7	Delta	0.526470588235294	0.0361665149722455	0.04	0.01	0.04
2607	CHPF2	Delta	0.605882352941176	0.0128602985333672	0.01	0.01	0.01
2610	CHRDL1	Delta	0.511764705882353	0.0427234481633318	0.04	0.03	0.04
2633	CHST13	Delta	0.541176470588235	0.0304002188881702	0.03	0.03	0.02
2635	CHST15	Delta	0.582352941176471	0.0179327341310354	0.02	0.03	0.01
2636	CHST2	Delta	0.552941176470588	0.0263144998706665	0.01	0.04	0.04
2638	CHST6	Delta	-0.582352941176471	0.0179327341310354	0	0	0.01
2666	CISD3	Delta	0.591176470588235	0.0158755795556415	0.01	0.02	0.03
2685	CLCA4	Delta	-0.673529411764706	0.0042327392484605	0	0.01	0
2702	CLDN5	Delta	0.579411764705882	0.0186625294177119	0.02	0	0.01
2707	CLEC17A	Delta	-0.747058823529412	0.000882106992984634	0	0	0
2726	CLIC4	Delta	-0.638235294117647	0.00780113863100802	0	0.01	0.02
2735	CLK2	Delta	0.526470588235294	0.0361665149722455	0.03	0.04	0.04
2799	CNIH3	Delta	0.602941176470588	0.0134241253978914	0.01	0.01	0.01
2803	CNKSR3	Delta	-0.608823529411765	0.0123152031982464	0.02	0.02	0.02
2809	CNNM3	Delta	0.508823529411765	0.0441352182349839	0.04	0.01	0.03
2837	CNTN4	Delta	0.591176470588235	0.0158755795556415	0.03	0.03	0
2845	CNTNAP5	Delta	0.567647058823529	0.021814592143743	0.02	0.03	0
2895	COL4A5	Delta	-0.641176470588235	0.00743441908253395	0.01	0.01	0.01
2896	COL4A6	Delta	-0.741176470588235	0.00101846954957367	0	0	0
2911	COLCA2	Delta	-0.623529411764706	0.00985565039092201	0.03	0.03	0.02
2916	COLGALT2	Delta	-0.523529411764706	0.0374126481301495	0.04	0.03	0.03
2919	COMMD10	Delta	-0.508823529411765	0.0441352182349839	0.04	0.04	0.04
2955	COQ9	Delta	0.652941176470588	0.00610204667907699	0.01	0.02	0.01
3000	CPM	Delta	-0.626470588235294	0.00941397730678363	0.01	0.01	0.01
3005	CPNE4	Delta	0.564705882352941	0.0226632048441846	0.03	0.01	0.02
3013	CPPED1	Delta	-0.6	0.0140071223296	0	0.03	0.02
3014	CPQ	Delta	-0.735294117647059	0.00117161553509918	0	0	0
3015	CPS1	Delta	-0.588235294117647	0.0165397221953781	0.02	0.01	0.01
3016	CPSF1	Delta	0.673529411764706	0.0042327392484605	0	0	0.01
3031	CR1	Delta	-0.776470588235294	0.000404350840545471	0	0.01	0
3032	CR1L	Delta	-0.655882352941176	0.00580073696223151	0.02	0.01	0
3047	CREB3L2	Delta	-0.605882352941176	0.0128602985333672	0	0.04	0.02
3049	CREB5	Delta	-0.6	0.0140071223296	0	0.01	0.01
3060	CRHBP	Delta	-0.564705882352941	0.0226632048441846	0.03	0.02	0.01
3065	CRIP3	Delta	0.608823529411765	0.0123152031982465	0.01	0.02	0
3116	CSNK1G2	Delta	0.561764705882353	0.0235370164742809	0.04	0.02	0.04
3142	CTBP1	Delta	0.576470588235294	0.0194151403865316	0.02	0.04	0.01
3194	CTNNA3	Delta	-0.65	0.0064157065211753	0	0	0.01
3203	CTPS2	Delta	-0.714705882352941	0.00186274109994744	0	0.01	0
3215	CTSV	Delta	-0.579411764705882	0.0186625294177119	0.02	0.02	0.03
3227	CUL1	Delta	0.602941176470588	0.0134241253978914	0.03	0.01	0.01
3233	CUL7	Delta	0.567647058823529	0.021814592143743	0.01	0.02	0.03
3251	CXCL14	Delta	0.538235294117647	0.0314932282058384	0.04	0.04	0.02
3257	CXCR4	Delta	-0.611764705882353	0.0117884050531152	0.01	0.02	0.03
3291	CYP19A1	Delta	-0.623529411764706	0.00985565039092201	0	0	0
3293	CYP20A1	Delta	-0.570588235294118	0.0209906963682178	0.03	0.03	0.03
3298	CYP27A1	Delta	-0.629411764705882	0.00898808926444689	0.02	0	0
3302	CYP2J2	Delta	-0.579411764705882	0.0186625294177119	0	0	0.04
3328	CYTH3	Delta	0.664705882352941	0.00496738593748199	0	0.01	0
3330	CYTIP	Delta	-0.561764705882353	0.023537016474281	0.02	0.03	0.04
3340	DACT1	Delta	0.576470588235294	0.0194151403865316	0.02	0.03	0.02
3351	DAPK2	Delta	-0.694117647058824	0.00285370590345691	0	0	0
3373	DCAF11	Delta	0.608823529411765	0.0123152031982465	0.01	0.02	0.01
3381	DCAF5	Delta	0.538235294117647	0.0314932282058384	0.03	0.04	0.01
3396	DCLK1	Delta	0.632352941176471	0.00857758410309935	0.02	0.01	0
3417	DCUN1D1	Delta	-0.523529411764706	0.0374126481301495	0.03	0.04	0.03
3435	DDN	Delta	0.679411764705882	0.00379343266915975	0.02	0	0
3452	DDX25	Delta	0.526470588235294	0.0361665149722455	0.03	0.01	0
3484	DEF8	Delta	0.585294117647059	0.0172252866160948	0.04	0.02	0.02
3494	DENND2D	Delta	-0.617647058823529	0.0107879846019488	0	0.02	0
3498	DENND4C	Delta	-0.602941176470588	0.0134241253978913	0.04	0.03	0.02
3518	DEXI	Delta	0.611764705882353	0.0117884050531152	0.01	0.01	0.01
3527	DGCR2	Delta	0.605882352941176	0.0128602985333672	0.01	0.01	0.01
3529	DGCR6L	Delta	0.65	0.0064157065211753	0	0	0
3577	DHX9	Delta	0.647058823529412	0.00674207700717987	0.01	0	0
3582	DICER1	Delta	-0.602941176470588	0.0134241253978913	0	0.02	0
3587	DIP2A	Delta	-0.641176470588235	0.00743441908253395	0	0	0
3598	DISC1	Delta	-0.614705882352941	0.011279474063305	0.03	0.02	0.01
3605	DKK3	Delta	0.529411764705882	0.0349520067895181	0.04	0.01	0.04
3612	DLG1	Delta	-0.641176470588235	0.00743441908253395	0	0	0.01
3618	DLGAP2	Delta	0.547058823529412	0.0283010872421088	0.03	0.01	0.04
3627	DLX2	Delta	0.664705882352941	0.00496738593748199	0.02	0.01	0
3628	DLX5	Delta	0.726470588235294	0.00143618263507853	0.01	0	0.01
3701	DNAJC5B	Delta	-0.544117647058823	0.0293363374813766	0.04	0.02	0.02
3719	DNM3	Delta	-0.7	0.00253509460443193	0	0	0
3731	DOCK10	Delta	-0.591176470588235	0.0158755795556414	0.01	0	0.01
3744	DOK4	Delta	0.620588235294118	0.0103135155496777	0	0.01	0.02
3754	DPCD	Delta	0.676470588235294	0.00400825239020936	0.01	0.01	0.02
3763	DPH6	Delta	-0.591176470588235	0.0158755795556414	0.02	0.02	0.01
3774	DPT	Delta	0.552941176470588	0.0263144998706665	0.02	0.03	0.02
3787	DRAM1	Delta	-0.535294117647059	0.0326158632940221	0.04	0.01	0.04
3800	DRG2	Delta	0.573529411764706	0.0201910380465231	0.04	0.01	0.03
3804	DRP2	Delta	0.591176470588235	0.0158755795556415	0.04	0	0.01
3820	DST	Delta	-0.555882352941176	0.0253621763206081	0.03	0.03	0.04
3842	DUSP1	Delta	-0.541176470588235	0.0304002188881703	0.03	0.03	0.01
3843	DUSP10	Delta	-0.597058823529412	0.014609731954981	0.03	0.01	0.01
3847	DUSP15	Delta	-0.676470588235294	0.00400825239020936	0.02	0	0.01
3848	DUSP16	Delta	-0.608823529411765	0.0123152031982464	0.03	0	0
3858	DUSP5	Delta	-0.605882352941176	0.0128602985333672	0.03	0.03	0.01
3864	DVL1	Delta	0.623529411764706	0.00985565039092204	0.01	0	0
3874	DYNC1LI2	Delta	-0.517647058823529	0.0400017929595607	0.04	0.02	0.04
3884	DYRK1B	Delta	0.505882352941176	0.0455816161239403	0.03	0.02	0.04
3930	EDA	Delta	-0.667647058823529	0.00471198194799	0.01	0.01	0.01
3984	EFR3B	Delta	0.529411764705882	0.0349520067895181	0.04	0.02	0.03
3985	EFS	Delta	-0.611764705882353	0.0117884050531152	0.01	0.01	0
4020	EIF2AK4	Delta	0.526470588235294	0.0361665149722455	0.01	0.01	0.03
4053	EIF4EBP1	Delta	0.588235294117647	0.0165397221953782	0.01	0.03	0
4069	ELF1	Delta	-0.723529411764706	0.00153448118982397	0.01	0	0
4070	ELF2	Delta	-0.764705882352941	0.000559676294356745	0	0	0
4074	ELK1	Delta	0.617647058823529	0.0107879846019488	0	0.02	0.01
4081	ELMOD1	Delta	0.638235294117647	0.00780113863100802	0	0	0.01
4090	ELOVL5	Delta	-0.647058823529412	0.00674207700717987	0.01	0	0.01
4128	ENDOD1	Delta	-0.614705882352941	0.011279474063305	0	0.02	0.03
4129	ENDOG	Delta	0.7	0.00253509460443193	0	0.01	0
4142	ENOSF1	Delta	-0.597058823529412	0.014609731954981	0.03	0.01	0.02
4151	ENPP6	Delta	-0.605882352941176	0.0128602985333672	0.02	0.01	0.01
4158	ENTPD5	Delta	-0.529411764705882	0.0349520067895182	0.04	0.01	0.03
4172	EPB41L4B	Delta	0.6	0.0140071223296	0.02	0.01	0.02
4183	EPHA4	Delta	0.591176470588235	0.0158755795556415	0.01	0	0
4184	EPHA5	Delta	0.573529411764706	0.0201910380465231	0.03	0.02	0.03
4214	ERBB2IP	Delta	-0.623529411764706	0.00985565039092201	0.01	0	0.01
4218	ERC2	Delta	0.705882352941176	0.00224590060105133	0	0	0
4248	ERMN	Delta	-0.65	0.0064157065211753	0	0	0
4261	ESCO2	Delta	-0.629411764705882	0.00898808926444689	0.01	0	0
4264	ESM1	Delta	-0.605882352941176	0.0128602985333672	0.01	0.01	0.03
4294	EVC2	Delta	-0.588235294117647	0.0165397221953781	0.03	0.02	0.02
4301	EXD1	Delta	0.652941176470588	0.00610204667907699	0	0.01	0.01
4302	EXD2	Delta	0.676470588235294	0.00400825239020936	0.01	0.02	0
4312	EXOC6B	Delta	-0.602941176470588	0.0134241253978913	0.01	0.02	0
4341	F11R	Delta	0.573529411764706	0.0201910380465231	0.01	0.01	0.02
4354	FAAP20	Delta	0.541176470588235	0.0304002188881702	0.01	0.03	0.02
4361	FADD	Delta	0.538235294117647	0.0314932282058384	0.02	0.01	0.04
4366	FAF1	Delta	-0.764705882352941	0.000559676294356745	0	0	0
4370	FAHD2A	Delta	0.576470588235294	0.0194151403865316	0.01	0.03	0.03
4371	FAHD2B	Delta	0.547058823529412	0.0283010872421088	0.02	0	0.02
4383	FAM107B	Delta	-0.647058823529412	0.00674207700717987	0	0	0
4384	FAM109A	Delta	0.597058823529412	0.014609731954981	0	0.01	0.01
4390	FAM114A1	Delta	-0.738235294117647	0.00109285081184815	0	0.01	0
4396	FAM120A	Delta	0.591176470588235	0.0158755795556415	0.01	0.04	0
4443	FAM162A	Delta	0.55	0.0272939727097306	0.02	0.03	0.02
4482	FAM195B	Delta	0.611764705882353	0.0117884050531152	0.01	0.01	0
4499	FAM209A	Delta	-0.552941176470588	0.0263144998706666	0.04	0.04	0.03
4522	FAM222A	Delta	-0.526470588235294	0.0361665149722456	0.04	0.02	0.01
4551	FAM50B	Delta	0.582352941176471	0.0179327341310354	0.04	0.01	0.02
4553	FAM53C	Delta	0.570588235294118	0.0209906963682178	0	0.01	0.01
4583	FAM84A	Delta	0.547058823529412	0.0283010872421088	0.03	0.04	0.03
4584	FAM84B	Delta	-0.576470588235294	0.0194151403865316	0.01	0.03	0.01
4586	FAM89A	Delta	0.664705882352941	0.00496738593748199	0.01	0	0
4591	FAM96A	Delta	-0.520588235294118	0.0386909071406501	0.03	0.03	0.03
4594	FAM98B	Delta	-0.517647058823529	0.0400017929595607	0.03	0.03	0.02
4620	FASTK	Delta	0.588235294117647	0.0165397221953782	0.03	0	0.01
4648	FBXL16	Delta	0.561764705882353	0.0235370164742809	0.02	0.01	0.01
4658	FBXL7	Delta	-0.694117647058824	0.00285370590345691	0.01	0	0
4683	FBXO41	Delta	0.588235294117647	0.0165397221953782	0.02	0.03	0.03
4702	FBXW7	Delta	0.679411764705882	0.00379343266915975	0	0	0
4704	FBXW9	Delta	0.582352941176471	0.0179327341310354	0.01	0.01	0
4720	FCHSD2	Delta	-0.823529411764706	8.83913936384216e-05	0	0	0
4745	FGD2	Delta	-0.567647058823529	0.021814592143743	0.03	0.04	0.02
4750	FGF1	Delta	-0.655882352941176	0.00580073696223151	0	0.01	0
4762	FGF7	Delta	-0.820588235294118	9.84127041687541e-05	0	0	0
4779	FHIT	Delta	-0.761764705882353	0.00060534283807059	0	0	0
4839	FMO4	Delta	-0.661764705882353	0.00523375330132754	0.01	0	0
4862	FOLH1	Delta	-0.544117647058823	0.0293363374813766	0.02	0.01	0.02
4905	FRMD4B	Delta	-0.605882352941176	0.0128602985333672	0	0.01	0.01
4906	FRMD5	Delta	-0.579411764705882	0.0186625294177119	0.03	0.02	0
4913	FRMPD4	Delta	0.641176470588235	0.00743441908253395	0.02	0	0
4916	FRS2	Delta	-0.6	0.0140071223296	0.02	0	0.01
4917	FRS3	Delta	0.617647058823529	0.0107879846019488	0.01	0	0.01
4919	FRYL	Delta	-0.623529411764706	0.00985565039092201	0.01	0.02	0
4949	FURIN	Delta	0.652941176470588	0.00610204667907699	0.01	0	0
4971	FZD4	Delta	0.782352941176471	0.000341220763964972	0	0	0
4985	GAB2	Delta	-0.591176470588235	0.0158755795556414	0.01	0.01	0.01
4992	GABPB1	Delta	-0.717647058823529	0.00174753506047024	0	0	0
4993	GABPB2	Delta	-0.585294117647059	0.0172252866160948	0.03	0.02	0
5002	GABRB3	Delta	0.620588235294118	0.0103135155496777	0	0.01	0
5018	GAL3ST1	Delta	-0.623529411764706	0.00985565039092201	0.02	0	0
5030	GALNT11	Delta	0.558823529411765	0.0244365114245058	0.02	0.02	0.01
5031	GALNT12	Delta	-0.605882352941176	0.0128602985333672	0.01	0.01	0
5040	GALNT6	Delta	-0.614705882352941	0.011279474063305	0	0.01	0.01
5052	GAP43	Delta	0.732352941176471	0.00125495816615226	0	0	0
5057	GAREM	Delta	-0.702941176470588	0.00238695266930094	0	0	0
5061	GART	Delta	0.585294117647059	0.0172252866160948	0.04	0.01	0.01
5100	GCLC	Delta	-0.511764705882353	0.0427234481633318	0.03	0.01	0.02
5108	GCSH	Delta	-0.561764705882353	0.023537016474281	0.01	0.03	0.02
5125	GDPD3	Delta	0.582352941176471	0.0179327341310354	0.03	0	0.02
5126	GDPD4	Delta	0.505882352941176	0.0455816161239403	0.04	0.03	0.02
5184	GIT1	Delta	0.652941176470588	0.00610204667907699	0.01	0	0
5198	GLA	Delta	0.679411764705882	0.00379343266915975	0	0	0
5249	GLYR1	Delta	0.544117647058823	0.0293363374813766	0.02	0.02	0.02
5268	GNA13	Delta	-0.670588235294118	0.00446720869773816	0	0	0.01
5274	GNAL	Delta	0.555882352941176	0.025362176320608	0.02	0.02	0.04
5340	GOSR1	Delta	-0.602941176470588	0.0134241253978913	0.02	0.02	0.01
5349	GPAT3	Delta	-0.582352941176471	0.0179327341310354	0.01	0.01	0.02
5358	GPBP1	Delta	-0.517647058823529	0.0400017929595607	0.04	0.03	0.01
5385	GPR108	Delta	0.614705882352941	0.011279474063305	0.02	0	0.01
5400	GPR156	Delta	-0.555882352941176	0.0253621763206081	0.04	0.03	0.01
5423	GPR61	Delta	0.614705882352941	0.011279474063305	0	0.04	0.02
5458	GRAMD3	Delta	-0.691176470588235	0.00302471879504341	0	0	0.01
5461	GRAP2	Delta	-0.535294117647059	0.0326158632940221	0.02	0.02	0.04
5476	GRIA3	Delta	0.555882352941176	0.025362176320608	0.01	0.03	0.03
5504	GRM5	Delta	0.632352941176471	0.00857758410309935	0	0.02	0
5505	GRM7	Delta	0.582352941176471	0.0179327341310354	0	0.03	0.01
5539	GSTO2	Delta	0.529411764705882	0.0349520067895181	0.02	0.04	0.02
5553	GTF2H3	Delta	-0.558823529411765	0.0244365114245058	0.02	0.01	0.02
5558	GTF2IRD2B	Delta	-0.526470588235294	0.0361665149722456	0.04	0.03	0.03
5559	GTF3A	Delta	0.588235294117647	0.0165397221953782	0.04	0.02	0
5561	GTF3C2	Delta	-0.632352941176471	0.00857758410309935	0.01	0	0
5611	HAAO	Delta	-0.697058823529412	0.0026905894025606	0	0	0
5636	HAT1	Delta	-0.517647058823529	0.0400017929595607	0.03	0.03	0.03
5647	HBEGF	Delta	-0.820588235294118	9.84127041687541e-05	0	0	0
5678	HDHD2	Delta	-0.558823529411765	0.0244365114245058	0.02	0.02	0.03
5690	HECA	Delta	-0.679411764705882	0.00379343266915975	0	0	0
