GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
19	GO:0071723	0.00384517169458545	27.7242206235012	0.0963443799111719	2	8	lipopeptide binding	TLR1;TLR2	0.103809625564528
20	GO:0001784	0.00404715889140459	10.455615942029	0.325162282200205	3	27	phosphotyrosine residue binding	PLCG2;SAMSN1;SYK	0.103809625564528
21	GO:0060589	0.00429945235388777	3.06141774891775	3.14323539460198	9	261	nucleoside-triphosphatase regulator activity	ARHGAP15;ARHGAP25;DOCK2;NCKAP1L;RGS10;RGS18;RHOH;TAGAP;USP6NL	0.105029478930687
22	GO:0000982	0.00486651057167773	2.80921019807414	3.80560300649129	10	316	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ELK3;FLI1;HHEX;IFI16;MEF2A;PAXBP1;PLSCR1;RB1;TFEC;ZBTB2	0.107052330330543
23	GO:0005024	0.00490487660780846	23.7615621788284	0.108387427400068	2	9	transforming growth factor beta-activated receptor activity	TGFBR1;TGFBR2	0.107052330330543
24	GO:0017048	0.00500829615581487	4.06826666666667	1.57763922104544	6	131	Rho GTPase binding	ATP7A;DOCK11;DOCK2;EPS8;NCF2;RHOH	0.107052330330543
25	GO:0035004	0.00549544295194557	6.11121433311214	0.710539801844892	4	59	phosphatidylinositol 3-kinase activity	ATM;CD86;PIK3AP1;PIK3CG	0.112766489373923
26	GO:0043028	0.00656891420692982	8.64917541229385	0.385377519644687	3	32	cysteine-type endopeptidase regulator activity involved in apoptotic process	CARD8;CASP1;TNFAIP8	0.114408951144517
27	GO:0004197	0.00693191330880826	5.69491525423729	0.758711991800478	4	63	cysteine-type endopeptidase activity	CASP1;CASP4;CASP8;CTSS	0.114408951144517
28	GO:0045309	0.00844384615010292	7.83627717391304	0.421506662111377	3	35	protein phosphorylated amino acid binding	PLCG2;SAMSN1;SYK	0.114408951144517
29	GO:0042802	0.0097380609662437	1.79379171797032	14.5841305090536	24	1211	identical protein binding	BTK;CARD8;CASP1;CASP8;CD84;GBP1;GIMAP7;HHEX;HPGDS;IFIH1;KCTD12;KYNU;LCP1;LILRB1;OLR1;PIK3AP1;PIK3CG;PLEK;PTPRC;RB1;RIPK2;SIAH1;SP100;TPP2	0.114408951144517
30	GO:0001078	0.00976961296542236	4.09194745859509	1.30064912880082	5	108	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	HHEX;IFI16;PAXBP1;RB1;ZBTB2	0.114408951144517
31	GO:0030676	0.0102973271665474	15.1157619359058	0.156559617355654	2	13	Rac guanyl-nucleotide exchange factor activity	DOCK2;EPS8	0.114408951144517
32	GO:0004888	0.0115092309521792	2.00232517985612	8.5626067646054	16	711	transmembrane signaling receptor activity	AGTR1;C3AR1;FCGR1B;GPR65;IGSF6;IL13RA1;LILRB1;LPAR5;LPAR6;OSMR;PTPRC;TGFBR1;TGFBR2;TLR1;TLR10;TLR7	0.114408951144517
33	GO:0098772	0.0115260191707927	1.7458422637619	15.6077895456098	25	1296	molecular function regulator	ARHGAP15;ARHGAP25;ATP7A;CARD8;CASP1;CCNL1;CDKN2A;DOCK11;DOCK2;DOCK8;EPS8;IL18;NCF2;NCKAP1L;PARP9;PROS1;RGS10;RGS18;RHOH;SOCS6;TAGAP;TFPI;TNFAIP8;TNFSF8;USP6NL	0.114408951144517
34	GO:0008656	0.011919433477461	13.8549160671463	0.168602664844551	2	14	cysteine-type endopeptidase activator activity involved in apoptotic process	CARD8;CASP1	0.114408951144517
35	GO:0019865	0.011919433477461	13.8549160671463	0.168602664844551	2	14	immunoglobulin binding	FCGR1B;FCGR3A	0.114408951144517
36	GO:0001596	0.0120430474888965	Inf	0.0120430474888965	1	1	angiotensin type I receptor activity	AGTR1	0.114408951144517
37	GO:0003844	0.0120430474888965	Inf	0.0120430474888965	1	1	1,4-alpha-glucan branching enzyme activity	GBE1	0.114408951144517
38	GO:0004051	0.0120430474888965	Inf	0.0120430474888965	1	1	arachidonate 5-lipoxygenase activity	ALOX5	0.114408951144517
39	GO:0004667	0.0120430474888965	Inf	0.0120430474888965	1	1	prostaglandin-D synthase activity	HPGDS	0.114408951144517
40	GO:0004876	0.0120430474888965	Inf	0.0120430474888965	1	1	complement component C3a receptor activity	C3AR1	0.114408951144517
41	GO:0008457	0.0120430474888965	Inf	0.0120430474888965	1	1	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity	B3GNT5	0.114408951144517
42	GO:0030107	0.0120430474888965	Inf	0.0120430474888965	1	1	HLA-A specific inhibitory MHC class I receptor activity	LILRB1	0.114408951144517
43	GO:0030109	0.0120430474888965	Inf	0.0120430474888965	1	1	HLA-B specific inhibitory MHC class I receptor activity	LILRB1	0.114408951144517
44	GO:0030429	0.0120430474888965	Inf	0.0120430474888965	1	1	kynureninase activity	KYNU	0.114408951144517
45	GO:0031711	0.0120430474888965	Inf	0.0120430474888965	1	1	bradykinin receptor binding	AGTR1	0.114408951144517
46	GO:0032089	0.0120430474888965	Inf	0.0120430474888965	1	1	NACHT domain binding	CARD8	0.114408951144517
47	GO:0032396	0.0120430474888965	Inf	0.0120430474888965	1	1	inhibitory MHC class I receptor activity	LILRB1	0.114408951144517
48	GO:0035663	0.0120430474888965	Inf	0.0120430474888965	1	1	Toll-like receptor 2 binding	TLR1	0.114408951144517
49	GO:0042497	0.0120430474888965	Inf	0.0120430474888965	1	1	triacyl lipopeptide binding	TLR2	0.114408951144517
50	GO:0047256	0.0120430474888965	Inf	0.0120430474888965	1	1	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity	B3GNT5	0.114408951144517
51	GO:0050528	0.0120430474888965	Inf	0.0120430474888965	1	1	acyloxyacyl hydrolase activity	AOAH	0.114408951144517
52	GO:0061981	0.0120430474888965	Inf	0.0120430474888965	1	1	3-hydroxykynureninase activity	KYNU	0.114408951144517
53	GO:0072570	0.0120430474888965	Inf	0.0120430474888965	1	1	ADP-D-ribose binding	PARP9	0.114408951144517
54	GO:0102752	0.0120430474888965	Inf	0.0120430474888965	1	1	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)	GBE1	0.114408951144517
55	GO:0008329	0.013645552972774	12.7880464858882	0.180645712333447	2	15	signaling pattern recognition receptor activity	CLEC7A;TLR2	0.125003012054162
56	GO:0038187	0.013645552972774	12.7880464858882	0.180645712333447	2	15	pattern recognition receptor activity	CLEC7A;TLR2	0.125003012054162
57	GO:0004675	0.0154729818968722	11.8735868448099	0.192688759822344	2	16	transmembrane receptor protein serine/threonine kinase activity	TGFBR1;TGFBR2	0.136855857122335
58	GO:0042287	0.0154729818968722	11.8735868448099	0.192688759822344	2	16	MHC protein binding	CLEC7A;LILRB1	0.136855857122335
59	GO:0004012	0.0173990657249123	11.0810551558753	0.20473180731124	2	17	phospholipid-translocating ATPase activity	ATP11C;ATP8B4	0.14281726909822
60	GO:0016505	0.0173990657249123	11.0810551558753	0.20473180731124	2	17	peptidase activator activity involved in apoptotic process	CARD8;CASP1	0.14281726909822
61	GO:0043325	0.0173990657249123	11.0810551558753	0.20473180731124	2	17	phosphatidylinositol-3,4-bisphosphate binding	DAPP1;PLEK	0.14281726909822
62	GO:0005548	0.0188461458272965	5.69318181818182	0.566023231978135	3	47	phospholipid transporter activity	ATP11C;ATP8B4;PLSCR1	0.14281726909822
63	GO:0050431	0.0194211983829711	10.3875899280576	0.216774854800137	2	18	transforming growth factor beta binding	TGFBR1;TGFBR2	0.14281726909822
64	GO:0005102	0.0228423606962885	1.69928240740741	13.259395285275	21	1101	signaling receptor binding	AGTR1;BTK;CASP8;CD58;CLEC7A;DOCK2;HFE;IL18;LCP1;LILRB1;LYN;PIK3CG;PLSCR1;RB1;RIPK2;SYK;TGFBR1;TGFBR2;TLR1;TLR2;TNFSF8	0.14281726909822
65	GO:0046983	0.0236192918706354	1.76419093762044	10.8869149299624	18	904	protein dimerization activity	AGTR1;ATM;CARD8;GBP1;GIMAP7;HHEX;HIST2H2BF;HPGDS;KYNU;LILRB1;MEF2A;PLEK;RIPK2;SP100;SUCLG2;TFEC;TLR1;TLR2	0.14281726909822
66	GO:0000991	0.023942076301066	82.6142857142857	0.024086094977793	1	2	transcription factor activity, core RNA polymerase II binding	GTF2F2	0.14281726909822
67	GO:0004008	0.023942076301066	82.6142857142857	0.024086094977793	1	2	copper-exporting ATPase activity	ATP7A	0.14281726909822
68	GO:0004666	0.023942076301066	82.6142857142857	0.024086094977793	1	2	prostaglandin-endoperoxide synthase activity	PTGS1	0.14281726909822
69	GO:0004774	0.023942076301066	82.6142857142857	0.024086094977793	1	2	succinate-CoA ligase activity	SUCLG2	0.14281726909822
70	GO:0004776	0.023942076301066	82.6142857142857	0.024086094977793	1	2	succinate-CoA ligase (GDP-forming) activity	SUCLG2	0.14281726909822
71	GO:0005026	0.023942076301066	82.6142857142857	0.024086094977793	1	2	transforming growth factor beta receptor activity, type II	TGFBR2	0.14281726909822
72	GO:0008240	0.023942076301066	82.6142857142857	0.024086094977793	1	2	tripeptidyl-peptidase activity	TPP2	0.14281726909822
73	GO:0016262	0.023942076301066	82.6142857142857	0.024086094977793	1	2	protein N-acetylglucosaminyltransferase activity	EOGT	0.14281726909822
74	GO:0016532	0.023942076301066	82.6142857142857	0.024086094977793	1	2	superoxide dismutase copper chaperone activity	ATP7A	0.14281726909822
75	GO:0032422	0.023942076301066	82.6142857142857	0.024086094977793	1	2	purine-rich negative regulatory element binding	ELK3	0.14281726909822
76	GO:0035877	0.023942076301066	82.6142857142857	0.024086094977793	1	2	death effector domain binding	CASP8	0.14281726909822
77	GO:0043682	0.023942076301066	82.6142857142857	0.024086094977793	1	2	copper-transporting ATPase activity	ATP7A	0.14281726909822
78	GO:0050265	0.023942076301066	82.6142857142857	0.024086094977793	1	2	RNA uridylyltransferase activity	ZCCHC6	0.14281726909822
79	GO:0102485	0.023942076301066	82.6142857142857	0.024086094977793	1	2	dATP phosphohydrolase activity	ENTPD1	0.14281726909822
80	GO:0102486	0.023942076301066	82.6142857142857	0.024086094977793	1	2	dCTP phosphohydrolase activity	ENTPD1	0.14281726909822
81	GO:0102487	0.023942076301066	82.6142857142857	0.024086094977793	1	2	dUTP phosphohydrolase activity	ENTPD1	0.14281726909822
82	GO:0102488	0.023942076301066	82.6142857142857	0.024086094977793	1	2	dTTP phosphohydrolase activity	ENTPD1	0.14281726909822
83	GO:0102489	0.023942076301066	82.6142857142857	0.024086094977793	1	2	GTP phosphohydrolase activity	ENTPD1	0.14281726909822
84	GO:0102490	0.023942076301066	82.6142857142857	0.024086094977793	1	2	8-oxo-dGTP phosphohydrolase activity	ENTPD1	0.14281726909822
85	GO:0102491	0.023942076301066	82.6142857142857	0.024086094977793	1	2	dGTP phosphohydrolase activity	ENTPD1	0.14281726909822
86	GO:0140031	0.023942076301066	82.6142857142857	0.024086094977793	1	2	phosphorylation-dependent protein binding	LYN	0.14281726909822
87	GO:0003725	0.0245984850723361	5.11002661934339	0.626238469422617	3	52	double-stranded RNA binding	IFIH1;TLR7;TLR8	0.145046239564464
88	GO:0046934	0.0258501575292803	5.00739130434783	0.638281516911513	3	53	phosphatidylinositol-4,5-bisphosphate 3-kinase activity	CD86;PIK3AP1;PIK3CG	0.15008731081851
89	GO:0046875	0.026038539303796	8.74517228322605	0.252903997266826	2	21	ephrin receptor binding	LYN;PIK3CG	0.15008731081851
90	GO:0016538	0.0284197489021083	8.30719424460432	0.264947044755723	2	22	cyclin-dependent protein serine/threonine kinase regulator activity	CCNL1;CDKN2A	0.161992568742017
91	GO:0052813	0.0298070514371792	4.72272354388843	0.674410659378203	3	56	phosphatidylinositol bisphosphate kinase activity	CD86;PIK3AP1;PIK3CG	0.166639078792007
92	GO:0061134	0.0307937878759008	3.00078781512605	1.74624188588999	5	145	peptidase regulator activity	CARD8;CASP1;PROS1;TFPI;TNFAIP8	0.166639078792007
93	GO:0001205	0.0308846772212923	7.91092840013703	0.276990092244619	2	23	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding	MEF2A;PBX3	0.166639078792007
94	GO:0044877	0.0310272312837914	1.83351738044939	8.06884181756064	14	670	protein-containing complex binding	AIF1;ATM;CTSS;DOCK2;FCGR1B;FCGR3A;IFIH1;LCP1;LIMA1;LYN;NCKAP1L;SCIN;SYK;TLR2	0.166639078792007
95	GO:0046332	0.0311930844320662	4.63486312399356	0.686453706867099	3	57	SMAD binding	MEF2A;TGFBR1;TGFBR2	0.166639078792007
96	GO:0016773	0.0323660559712385	1.86623220268007	7.34625896822685	13	610	phosphotransferase activity, alcohol group as acceptor	ALPK1;ATM;BTK;CD86;HK2;LYN;PIK3AP1;PIK3CG;RIPK2;STK32A;SYK;TGFBR1;TGFBR2	0.166639078792007
97	GO:0001595	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	angiotensin receptor activity	AGTR1	0.166639078792007
98	GO:0004677	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	DNA-dependent protein kinase activity	ATM	0.166639078792007
99	GO:0004924	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	oncostatin-M receptor activity	OSMR	0.166639078792007
100	GO:0004945	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	angiotensin type II receptor activity	AGTR1	0.166639078792007
101	GO:0016531	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	copper chaperone activity	ATP7A	0.166639078792007
102	GO:0016822	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	hydrolase activity, acting on acid carbon-carbon bonds	KYNU	0.166639078792007
103	GO:0016823	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	KYNU	0.166639078792007
104	GO:0019763	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	immunoglobulin receptor activity	FCGR1B	0.166639078792007
105	GO:0032767	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	copper-dependent protein binding	ATP7A	0.166639078792007
106	GO:0047192	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	1-alkylglycerophosphocholine O-acetyltransferase activity	LPCAT2	0.166639078792007
107	GO:0070915	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	lysophosphatidic acid receptor activity	LPAR6	0.166639078792007
108	GO:0089720	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	caspase binding	RIPK2	0.166639078792007
109	GO:0097677	0.035698796550643	41.3035714285714	0.0361291424666894	1	3	STAT family protein binding	PARP9	0.166639078792007
110	GO:0005164	0.0360564088614284	7.22177040975915	0.301076187222412	2	25	tumor necrosis factor receptor binding	CASP8;TNFSF8	0.166639078792007
111	GO:0042169	0.0360564088614284	7.22177040975915	0.301076187222412	2	25	SH2 domain binding	LILRB1;SYK	0.166639078792007
112	GO:0003727	0.0370699470832637	4.31371814092954	0.734625896822685	3	61	single-stranded RNA binding	IFIH1;TLR7;TLR8	0.169793596908163
113	GO:0005547	0.0387586791675473	6.92026378896882	0.313119234711308	2	26	phosphatidylinositol-3,4,5-trisphosphate binding	BTK;DAPP1	0.175957543477449
114	GO:0032555	0.0397195388241368	1.54724841874029	16.5953194396994	24	1378	purine ribonucleotide binding	ALPK1;ATM;ATP11C;ATP7A;ATP8B4;BTK;DDX60L;ENTPD1;GBP1;GIMAP4;GIMAP7;GTF2F2;HK2;IFIH1;LYN;PDE5A;PIK3CG;RHOH;RIPK2;STK32A;SUCLG2;SYK;TGFBR1;TGFBR2	0.178737924708616
115	GO:0003779	0.0414808232430217	2.14860961928631	3.88990433891356	8	323	actin binding	AIF1;CALD1;EPS8;GBP1;KLHL5;LCP1;LIMA1;SCIN	0.184944637090954
116	GO:0005089	0.0418232497950558	4.10049893086244	0.770755039289375	3	64	Rho guanyl-nucleotide exchange factor activity	DOCK11;DOCK2;EPS8	0.184944637090954
117	GO:0017076	0.0423693154474161	1.53567733318284	16.7037068670994	24	1387	purine nucleotide binding	ALPK1;ATM;ATP11C;ATP7A;ATP8B4;BTK;DDX60L;ENTPD1;GBP1;GIMAP4;GIMAP7;GTF2F2;HK2;IFIH1;LYN;PDE5A;PIK3CG;RHOH;RIPK2;STK32A;SUCLG2;SYK;TGFBR1;TGFBR2	0.184944637090954
118	GO:1901981	0.0425408716895371	3.1872088981578	1.31269217628972	4	109	phosphatidylinositol phosphate binding	BTK;DAPP1;PLEK;SCIN	0.184944637090954
119	GO:0032553	0.0432812929557284	1.53185418778391	16.7398360095661	24	1390	ribonucleotide binding	ALPK1;ATM;ATP11C;ATP7A;ATP8B4;BTK;DDX60L;ENTPD1;GBP1;GIMAP4;GIMAP7;GTF2F2;HK2;IFIH1;LYN;PDE5A;PIK3CG;RHOH;RIPK2;STK32A;SUCLG2;SYK;TGFBR1;TGFBR2	0.186408774603588
120	GO:0019899	0.0447063207237686	1.48403069272518	20.2684489238128	28	1683	enzyme binding	ATP7A;CASP1;CASP8;CDKN2A;CTTNBP2NL;DOCK11;DOCK2;DOCK8;EPS8;GBP1;LCP1;LILRB1;LYN;MEF2A;NCF2;PARP9;PLEK;PLSCR1;PTPRC;RB1;RHOH;RIPK2;RNF144B;SP100;SYK;TAGAP;TGFBR2;USP6NL	0.186408774603588
121	GO:0000978	0.0467336411368091	2.09390348937359	3.98624871882474	8	331	RNA polymerase II proximal promoter sequence-specific DNA binding	ELK3;FLI1;HHEX;IFI16;MEF2A;PAXBP1;TFEC;ZBTB2	0.186408774603588
122	GO:0051213	0.046867911474976	3.90726902173913	0.806884181756064	3	67	dioxygenase activity	ALOX5;PTGS1;TET2	0.186408774603588
123	GO:0016303	0.0473047905014497	6.14974686917133	0.349248377177998	2	29	1-phosphatidylinositol-3-kinase activity	ATM;PIK3CG	0.186408774603588
124	GO:0005025	0.0473148981898024	27.5333333333333	0.0481721899555859	1	4	transforming growth factor beta receptor activity, type I	TGFBR1	0.186408774603588
125	GO:0016176	0.0473148981898024	27.5333333333333	0.0481721899555859	1	4	superoxide-generating NADPH oxidase activator activity	NCF2	0.186408774603588
126	GO:0032393	0.0473148981898024	27.5333333333333	0.0481721899555859	1	4	MHC class I receptor activity	LILRB1	0.186408774603588
127	GO:0047184	0.0473148981898024	27.5333333333333	0.0481721899555859	1	4	1-acylglycerophosphocholine O-acyltransferase activity	LPCAT2	0.186408774603588
128	GO:0061676	0.0473148981898024	27.5333333333333	0.0481721899555859	1	4	importin-alpha family protein binding	RB1	0.186408774603588
129	GO:0070579	0.0473148981898024	27.5333333333333	0.0481721899555859	1	4	methylcytosine dioxygenase activity	TET2	0.186408774603588
130	GO:1903136	0.0473148981898024	27.5333333333333	0.0481721899555859	1	4	cuprous ion binding	ATP7A	0.186408774603588
131	GO:0097367	0.0476014609611501	1.48290217068094	19.5097369320123	27	1620	carbohydrate derivative binding	ALPK1;ATM;ATP11C;ATP7A;ATP8B4;BTK;CTSS;DDX60L;ENTPD1;GBP1;GIMAP4;GIMAP7;GTF2F2;HK2;IFIH1;LYN;PARP9;PDE5A;PIK3CG;RHOH;RIPK2;STK32A;SUCLG2;SYK;TGFBR1;TGFBR2;TLR2	0.186408774603588
132	GO:0000981	0.0483816762848049	1.68098350451292	9.39357704133926	15	780	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ELK3;FLI1;HHEX;IFI16;IKZF1;MEF2A;PAXBP1;PBX3;PLEK;PLSCR1;RB1;SP100;SP140L;TFEC;ZBTB2	0.188028787379583
