Gene	Waves	Rho	Pval	BootP	PermP	BootP_All
36	ASF1A	Delta	0.55	0.0272939727097306	0.02	0.03	0.02
37	ATL1	Delta	0.55	0.0272939727097306	0.04	0.01	0
38	ATP1B2	Delta	-0.579411764705882	0.0186625294177119	0.04	0.03	0.01
39	ATP5F1	Delta	0.605882352941176	0.0128602985333672	0	0.03	0.01
40	ATP5J	Delta	0.544117647058823	0.0293363374813766	0.02	0.03	0.01
41	ATP6V1G1	Delta	0.552941176470588	0.0263144998706665	0.04	0.01	0.04
42	ATXN3	Delta	0.602941176470588	0.0134241253978914	0.01	0	0.02
43	AZI2	Delta	0.561764705882353	0.0235370164742809	0.03	0.01	0.04
44	B4GALT6	Delta	0.641176470588235	0.00743441908253395	0	0	0
45	BAG4	Delta	0.75	0.000819764027255587	0	0	0
46	BBS10	Delta	0.582352941176471	0.0179327341310354	0.02	0.03	0.01
47	BCAT2	Delta	-0.608823529411765	0.0123152031982464	0.01	0.01	0.03
48	BCL6	Delta	-0.626470588235294	0.00941397730678363	0.01	0	0
49	BCL9L	Delta	-0.620588235294118	0.0103135155496777	0.04	0.01	0
50	BGN	Delta	-0.567647058823529	0.021814592143743	0	0.02	0
51	BIRC2	Delta	0.594117647058824	0.015232400876328	0.04	0.04	0.02
52	BMI1	Delta	0.597058823529412	0.014609731954981	0.01	0.04	0.03
53	BPGM	Delta	0.679411764705882	0.00379343266915975	0	0.01	0
54	BRD4	Delta	-0.567647058823529	0.021814592143743	0.02	0.02	0.02
55	BRI3	Delta	-0.579411764705882	0.0186625294177119	0.04	0.02	0.01
56	BTBD1	Delta	0.652941176470588	0.00610204667907699	0	0.04	0.01
57	C10orf54	Delta	-0.579411764705882	0.0186625294177119	0.02	0.01	0
58	C11orf71	Delta	0.591176470588235	0.0158755795556415	0.03	0.01	0.01
59	C12orf29	Delta	0.617647058823529	0.0107879846019488	0.01	0.04	0
60	C12orf4	Delta	0.623529411764706	0.00985565039092204	0.01	0	0.01
61	C14orf159	Delta	-0.544117647058823	0.0293363374813766	0.02	0.04	0.01
62	C14orf169	Delta	0.520588235294118	0.0386909071406499	0.03	0.04	0.02
63	C16orf91	Delta	0.597058823529412	0.014609731954981	0.04	0	0.01
64	C17orf58	Delta	0.644117647058823	0.00708152408658287	0	0	0.02
65	C1orf112	Delta	0.582352941176471	0.0179327341310354	0	0.01	0.03
66	C1orf52	Delta	0.691176470588235	0.00302471879504341	0	0	0
67	C20orf194	Delta	-0.673529411764706	0.0042327392484605	0	0.01	0.01
68	C2orf69	Delta	0.535294117647059	0.0326158632940219	0.02	0.03	0.01
69	C3orf14	Delta	0.788235294117647	0.000286465682391849	0.01	0	0
70	C3orf58	Delta	0.547058823529412	0.0283010872421088	0.03	0.02	0.01
71	C3orf80	Delta	0.561764705882353	0.0235370164742809	0.04	0.04	0.03
72	C6orf120	Delta	0.773529411764706	0.00043935565171172	0	0	0
73	CALCRL	Delta	0.594117647058824	0.015232400876328	0.02	0.01	0.02
74	CALN1	Delta	-0.6	0.0140071223296	0.02	0	0
75	CASC4	Delta	0.585294117647059	0.0172252866160948	0	0.02	0.02
76	CASP9	Delta	-0.614705882352941	0.011279474063305	0	0.01	0.02
77	CBFA2T2	Delta	-0.6	0.0140071223296	0.02	0.02	0
78	CBFA2T3	Delta	-0.585294117647059	0.0172252866160948	0.02	0.02	0
79	CBL	Delta	-0.8	0.000198570972800003	0	0	0.01
80	CBLN4	Delta	0.555882352941176	0.025362176320608	0.03	0.03	0
81	CCBL1	Delta	-0.552941176470588	0.0263144998706666	0.03	0.02	0.01
82	CCDC120	Delta	-0.617647058823529	0.0107879846019488	0	0	0.01
83	CCDC149	Delta	-0.582352941176471	0.0179327341310354	0.01	0.01	0.03
84	CCDC84	Delta	-0.6	0.0140071223296	0	0.01	0.01
85	CCNB1IP1	Delta	0.573529411764706	0.0201910380465231	0.04	0.03	0.02
86	CDK2AP1	Delta	0.611764705882353	0.0117884050531152	0.01	0	0.01
87	CDKL2	Delta	0.611764705882353	0.0117884050531152	0.01	0.03	0
88	CEBPZOS	Delta	0.588235294117647	0.0165397221953782	0	0	0
89	CEP250	Delta	-0.623529411764706	0.00985565039092201	0.01	0.02	0
90	CGGBP1	Delta	0.585294117647059	0.0172252866160948	0	0.01	0.01
91	CHD3	Delta	-0.567647058823529	0.021814592143743	0.03	0.02	0.04
92	CHFR	Delta	-0.732352941176471	0.00125495816615226	0	0	0
93	CHIC1	Delta	0.591176470588235	0.0158755795556415	0.03	0	0.02
94	CHM	Delta	0.661764705882353	0.00523375330132751	0	0	0
95	CHST11	Delta	-0.694117647058824	0.00285370590345691	0.01	0	0
96	CHST12	Delta	-0.670588235294118	0.00446720869773816	0	0.01	0
97	CLASP1	Delta	-0.588235294117647	0.0165397221953781	0.01	0.02	0.03
98	CLEC16A	Delta	-0.514705882352941	0.041345806442249	0.04	0	0.02
99	CLUAP1	Delta	-0.532352941176471	0.0337686229602348	0.03	0.04	0.04
100	CLVS2	Delta	0.573529411764706	0.0201910380465231	0.01	0.03	0
101	CMPK2	Delta	0.623529411764706	0.00985565039092204	0	0.01	0.03
102	CNEP1R1	Delta	0.558823529411765	0.0244365114245058	0	0.04	0.03
103	COMMD1	Delta	-0.623529411764706	0.00985565039092201	0.01	0	0
104	COMMD2	Delta	0.602941176470588	0.0134241253978914	0.02	0.02	0.01
105	COMMD5	Delta	-0.644117647058823	0.00708152408658287	0.01	0.01	0
106	COPS8	Delta	0.579411764705882	0.0186625294177119	0.02	0.03	0
107	COQ10B	Delta	0.614705882352941	0.011279474063305	0.01	0	0
108	COTL1	Delta	-0.720588235294118	0.00163819116387962	0	0.01	0
109	CPT1A	Delta	-0.582352941176471	0.0179327341310354	0.01	0.02	0.01
110	CRH	Delta	0.717647058823529	0.00174753506047024	0	0	0
111	CRIPT	Delta	0.661764705882353	0.00523375330132751	0.01	0	0.01
112	CSF1R	Delta	-0.576470588235294	0.0194151403865316	0.03	0.02	0.01
113	CTD-3105H18.14	Delta	0.555882352941176	0.025362176320608	0.03	0.02	0.02
114	CUL5	Delta	0.661764705882353	0.00523375330132751	0.01	0	0.01
115	CWC15	Delta	0.594117647058824	0.015232400876328	0.01	0.03	0.02
116	CYFIP1	Delta	-0.579411764705882	0.0186625294177119	0.01	0.04	0.01
117	CYP4A22	Delta	-0.594117647058824	0.015232400876328	0.02	0.02	0.02
118	DCAF17	Delta	0.591176470588235	0.0158755795556415	0.02	0.02	0.01
119	DCTN4	Delta	0.535294117647059	0.0326158632940219	0.03	0.04	0.02
120	DEGS1	Delta	0.561764705882353	0.0235370164742809	0.02	0.02	0.01
121	DGCR8	Delta	-0.573529411764706	0.0201910380465231	0.03	0.04	0.03
122	DGKG	Delta	-0.635294117647059	0.00818206461633403	0.01	0.02	0
123	DIMT1	Delta	0.570588235294118	0.0209906963682178	0.02	0.04	0.01
124	DKK2	Delta	0.585294117647059	0.0172252866160948	0.02	0.03	0.01
125	DLAT	Delta	0.535294117647059	0.0326158632940219	0.04	0.02	0.03
126	DLST	Delta	-0.641176470588235	0.00743441908253395	0.01	0.02	0.01
127	DNAJB9	Delta	0.594117647058824	0.015232400876328	0.03	0.02	0.01
128	DNAJC19	Delta	0.638235294117647	0.00780113863100802	0	0.01	0.01
129	DNMBP	Delta	-0.561764705882353	0.023537016474281	0.03	0.01	0.02
130	DPP3	Delta	-0.558823529411765	0.0244365114245058	0.04	0	0.02
131	DR1	Delta	0.688235294117647	0.00320390861439574	0.01	0	0
132	DUS2	Delta	-0.552941176470588	0.0263144998706666	0.02	0.03	0
133	DUSP28	Delta	0.564705882352941	0.0226632048441846	0.03	0.01	0.02
134	DYNLT3	Delta	0.561764705882353	0.0235370164742809	0.02	0.04	0.02
135	EAF1	Delta	0.591176470588235	0.0158755795556415	0.03	0.01	0.02
136	EEF1B2	Delta	0.570588235294118	0.0209906963682178	0.03	0.01	0
137	EFNB2	Delta	-0.594117647058824	0.015232400876328	0.02	0.01	0.01
138	EID1	Delta	0.570588235294118	0.0209906963682178	0.04	0.01	0.02
139	EIF2B5	Delta	-0.608823529411765	0.0123152031982464	0.01	0.02	0.01
140	EIF4A1	Delta	0.620588235294118	0.0103135155496777	0.01	0	0.01
141	EIF4E2	Delta	-0.594117647058824	0.015232400876328	0.03	0	0.01
142	EMC4	Delta	0.641176470588235	0.00743441908253395	0	0.01	0
143	ENDOU	Delta	0.617647058823529	0.0107879846019488	0.03	0.02	0
144	EPHX2	Delta	-0.594117647058824	0.015232400876328	0.01	0.01	0.02
145	ERGIC2	Delta	0.588235294117647	0.0165397221953782	0.03	0	0.01
146	ESD	Delta	0.644117647058823	0.00708152408658287	0	0.01	0.01
147	EYA2	Delta	-0.555882352941176	0.0253621763206081	0.04	0.02	0.01
148	FAHD1	Delta	0.623529411764706	0.00985565039092204	0	0	0
149	FAM171A1	Delta	-0.582352941176471	0.0179327341310354	0.02	0.04	0.01
150	FAM179B	Delta	0.6	0.0140071223296	0.01	0.01	0
151	FAM199X	Delta	0.552941176470588	0.0263144998706665	0.02	0.02	0.01
152	FAM206A	Delta	0.505882352941176	0.0455816161239403	0.04	0.04	0.03
153	FAM210B	Delta	0.579411764705882	0.0186625294177119	0.02	0.02	0.01
154	FAM222B	Delta	-0.605882352941176	0.0128602985333672	0.02	0	0
155	FARSB	Delta	0.638235294117647	0.00780113863100802	0	0	0.01
156	FASTKD3	Delta	0.558823529411765	0.0244365114245058	0.04	0.02	0.01
157	FBL	Delta	-0.532352941176471	0.0337686229602348	0.01	0.03	0.01
158	FBLN1	Delta	-0.702941176470588	0.00238695266930094	0	0	0
159	FBXL5	Delta	0.602941176470588	0.0134241253978914	0.04	0.02	0
160	FBXO3	Delta	0.641176470588235	0.00743441908253395	0	0.02	0
161	FBXO42	Delta	-0.514705882352941	0.041345806442249	0.03	0.03	0.03
162	FBXO6	Delta	0.535294117647059	0.0326158632940219	0.04	0.03	0.04
163	FGF5	Delta	0.632352941176471	0.00857758410309935	0.02	0.02	0
164	FN1	Delta	-0.558823529411765	0.0244365114245058	0.03	0.03	0
165	FUBP3	Delta	-0.523529411764706	0.0374126481301495	0.04	0.03	0.04
166	FYN	Delta	-0.558823529411765	0.0244365114245058	0.02	0.01	0.03
167	G2E3	Delta	0.614705882352941	0.011279474063305	0.02	0.01	0
168	GATC	Delta	0.6	0.0140071223296	0	0	0
169	GATM	Delta	0.535294117647059	0.0326158632940219	0.04	0.03	0.02
170	GDAP1L1	Delta	-0.608823529411765	0.0123152031982464	0.03	0.01	0.02
171	GDPD1	Delta	0.535294117647059	0.0326158632940219	0.02	0.04	0.02
172	GFM1	Delta	0.732352941176471	0.00125495816615226	0	0	0
173	GFM2	Delta	0.579411764705882	0.0186625294177119	0.02	0.02	0
174	GGPS1	Delta	0.638235294117647	0.00780113863100802	0.02	0	0
175	GLRB	Delta	0.564705882352941	0.0226632048441846	0.02	0.01	0.02
176	GLTSCR1L	Delta	-0.597058823529412	0.014609731954981	0.04	0.01	0.01
177	GMFB	Delta	0.685294117647059	0.00339156174521659	0	0.01	0
178	GNA12	Delta	-0.611764705882353	0.0117884050531152	0.04	0.02	0.03
179	GNG10	Delta	0.520588235294118	0.0386909071406499	0.03	0.04	0.04
180	GNL3L	Delta	-0.55	0.0272939727097307	0.02	0.03	0.03
181	GNPDA2	Delta	0.576470588235294	0.0194151403865316	0	0.01	0.01
182	GOLGA5	Delta	0.570588235294118	0.0209906963682178	0.03	0.02	0
183	GPALPP1	Delta	0.6	0.0140071223296	0.04	0.01	0
184	GPATCH8	Delta	-0.629411764705882	0.00898808926444689	0.02	0.03	0.01
185	GPR180	Delta	0.597058823529412	0.014609731954981	0.03	0.01	0
186	GPR22	Delta	0.579411764705882	0.0186625294177119	0.02	0	0
187	GRIPAP1	Delta	-0.576470588235294	0.0194151403865316	0.04	0.01	0.02
188	GSKIP	Delta	0.617647058823529	0.0107879846019488	0.01	0.01	0
189	GSTCD	Delta	0.6	0.0140071223296	0.02	0.03	0.02
190	HCCS	Delta	0.558823529411765	0.0244365114245058	0.04	0.03	0.02
191	HDAC7	Delta	-0.632352941176471	0.00857758410309935	0.01	0.02	0.01
192	HEYL	Delta	-0.685294117647059	0.00339156174521659	0	0	0
193	HIATL1	Delta	0.555882352941176	0.025362176320608	0.03	0.02	0.04
194	HIF1AN	Delta	-0.629411764705882	0.00898808926444689	0.01	0	0
195	HM13	Delta	-0.514705882352941	0.041345806442249	0.03	0.01	0.02
196	HMBOX1	Delta	-0.535294117647059	0.0326158632940221	0.03	0.04	0.02
197	HPGD	Delta	0.547058823529412	0.0283010872421088	0.03	0.01	0.03
198	HYLS1	Delta	0.591176470588235	0.0158755795556415	0	0.03	0.01
199	ID2	Delta	0.670588235294118	0.00446720869773813	0.01	0	0
200	IFITM3	Delta	-0.514705882352941	0.041345806442249	0.02	0.03	0.01
201	IFT20	Delta	0.605882352941176	0.0128602985333672	0.01	0.01	0
202	IGF2R	Delta	-0.564705882352941	0.0226632048441846	0.02	0.03	0.01
203	IL21R	Delta	-0.517647058823529	0.0400017929595607	0.04	0.02	0.01
204	IL4I1	Delta	-0.597058823529412	0.014609731954981	0.02	0.01	0.01
205	IMPAD1	Delta	0.6	0.0140071223296	0.02	0.01	0
206	ING5	Delta	-0.638235294117647	0.00780113863100802	0.03	0	0.01
207	INPP5D	Delta	-0.632352941176471	0.00857758410309935	0.01	0.01	0.02
208	INSM2	Delta	0.688235294117647	0.00320390861439574	0	0	0
209	ISCA2	Delta	0.594117647058824	0.015232400876328	0.03	0	0
210	ITFG1	Delta	0.6	0.0140071223296	0.03	0.02	0
211	JAK1	Delta	-0.535294117647059	0.0326158632940221	0.02	0.04	0.02
212	KAZN	Delta	-0.561764705882353	0.023537016474281	0.04	0.02	0.03
213	KBTBD3	Delta	0.579411764705882	0.0186625294177119	0.01	0	0
214	KBTBD7	Delta	0.635294117647059	0.00818206461633403	0	0.01	0
215	KBTBD8	Delta	0.552941176470588	0.0263144998706665	0.04	0.01	0.01
216	KCNMB2	Delta	0.632352941176471	0.00857758410309935	0	0.01	0.01
217	KDM2A	Delta	-0.602941176470588	0.0134241253978913	0.02	0.01	0
218	KDM4A	Delta	-0.602941176470588	0.0134241253978913	0.01	0.03	0.01
219	KIAA0556	Delta	-0.558823529411765	0.0244365114245058	0.02	0.01	0.02
220	KIAA1143	Delta	0.602941176470588	0.0134241253978914	0.02	0.03	0
221	KLF11	Delta	0.635294117647059	0.00818206461633403	0.01	0	0
222	KLHDC9	Delta	0.594117647058824	0.015232400876328	0.03	0.02	0
223	KLHL2	Delta	0.564705882352941	0.0226632048441846	0.02	0.01	0.02
224	KLHL22	Delta	-0.579411764705882	0.0186625294177119	0.03	0.02	0.01
225	KRT10	Delta	0.670588235294118	0.00446720869773813	0.01	0.01	0
226	LIMK2	Delta	-0.538235294117647	0.0314932282058384	0.01	0.02	0.02
227	LIN7C	Delta	0.570588235294118	0.0209906963682178	0.04	0.01	0.02
228	LMO3	Delta	0.526470588235294	0.0361665149722455	0.02	0.02	0.02
229	LPCAT1	Delta	-0.6	0.0140071223296	0.01	0.01	0
230	LRIT3	Delta	0.591176470588235	0.0158755795556415	0.03	0.02	0.04
231	LRP10	Delta	-0.614705882352941	0.011279474063305	0.01	0	0.02
232	LRR1	Delta	0.594117647058824	0.015232400876328	0.02	0.01	0.02
233	LRRC23	Delta	-0.679411764705882	0.00379343266915975	0	0.01	0
234	LRRC40	Delta	0.7	0.00253509460443193	0.01	0	0
235	LRRC41	Delta	-0.555882352941176	0.0253621763206081	0.04	0.02	0.01
236	LYRM7	Delta	0.747058823529412	0.000882106992984634	0	0	0
237	MACF1	Delta	-0.579411764705882	0.0186625294177119	0.02	0.01	0.02
238	MAL2	Delta	0.576470588235294	0.0194151403865316	0.04	0.03	0
239	MAML1	Delta	-0.673529411764706	0.0042327392484605	0	0	0.01
240	MANEA	Delta	0.655882352941176	0.0058007369622315	0.01	0	0.01
241	MANSC1	Delta	0.582352941176471	0.0179327341310354	0.02	0.03	0.01
242	MAP3K14	Delta	-0.605882352941176	0.0128602985333672	0.02	0.02	0
243	MARK4	Delta	-0.588235294117647	0.0165397221953781	0.04	0.02	0.02
244	MARS2	Delta	0.552941176470588	0.0263144998706665	0.04	0.01	0.01
245	MARVELD3	Delta	-0.544117647058823	0.0293363374813766	0.03	0.03	0.03
246	MAST2	Delta	-0.532352941176471	0.0337686229602348	0.04	0.02	0.01
247	MASTL	Delta	0.617647058823529	0.0107879846019488	0.01	0.01	0.02
248	MATK	Delta	-0.564705882352941	0.0226632048441846	0	0.01	0.02
249	MBD4	Delta	0.614705882352941	0.011279474063305	0.01	0.02	0.01
250	MDC1	Delta	-0.532352941176471	0.0337686229602348	0.02	0.02	0
251	MDN1	Delta	-0.532352941176471	0.0337686229602348	0.02	0.03	0.04
252	MERTK	Delta	-0.55	0.0272939727097307	0.01	0.01	0.01
253	MEX3B	Delta	0.785294117647059	0.000312853917886011	0	0	0
254	MGAT1	Delta	-0.611764705882353	0.0117884050531152	0.02	0.01	0
255	MICU3	Delta	0.655882352941176	0.0058007369622315	0	0	0.01
256	MLXIP	Delta	-0.614705882352941	0.011279474063305	0.01	0.01	0.02
257	MOB3A	Delta	-0.576470588235294	0.0194151403865316	0.03	0.04	0.01
258	MRPL3	Delta	0.526470588235294	0.0361665149722455	0.04	0.04	0.03
259	MSI1	Delta	-0.591176470588235	0.0158755795556414	0.02	0.03	0.03
260	MSI2	Delta	-0.547058823529412	0.028301087242109	0.02	0.04	0.03
261	MTCH2	Delta	0.720588235294118	0.00163819116387961	0	0	0
262	MTMR6	Delta	0.655882352941176	0.0058007369622315	0.01	0.01	0
263	MTPAP	Delta	0.591176470588235	0.0158755795556415	0	0	0
264	MTRNR2L12	Delta	-0.591176470588235	0.0158755795556414	0	0.01	0.02
265	MTSS1	Delta	-0.591176470588235	0.0158755795556414	0.01	0.01	0.02
266	MVP	Delta	-0.597058823529412	0.014609731954981	0.02	0.03	0.01
267	MYOCD	Delta	-0.514705882352941	0.041345806442249	0.02	0.01	0.03
268	MZT1	Delta	0.732352941176471	0.00125495816615226	0	0	0
269	NAA30	Delta	0.538235294117647	0.0314932282058384	0.03	0.03	0
270	NALCN	Delta	0.564705882352941	0.0226632048441846	0.03	0.01	0.01
271	NAV1	Delta	-0.55	0.0272939727097307	0.02	0.02	0.03
272	NCF4	Delta	-0.570588235294118	0.0209906963682178	0.03	0.01	0.01
273	NDUFA6	Delta	0.608823529411765	0.0123152031982465	0.02	0.02	0
274	NEK9	Delta	-0.514705882352941	0.041345806442249	0.03	0.01	0.03
275	NFYA	Delta	0.608823529411765	0.0123152031982465	0.02	0.02	0.01
276	NIFK	Delta	0.632352941176471	0.00857758410309935	0.02	0	0.01
277	NIPA2	Delta	0.535294117647059	0.0326158632940219	0.02	0.03	0.04
278	NIPSNAP3A	Delta	0.708823529411765	0.00211168123925454	0	0	0
279	NME6	Delta	-0.5	0.0485802888870239	0.02	0.01	0.02
280	NOTCH2	Delta	-0.623529411764706	0.00985565039092201	0.01	0.01	0
281	NPR3	Delta	0.526470588235294	0.0361665149722455	0.04	0.04	0.04
282	NRAS	Delta	0.617647058823529	0.0107879846019488	0.01	0.01	0.01
283	NSD1	Delta	-0.579411764705882	0.0186625294177119	0.03	0.01	0
284	NT5DC3	Delta	-0.570588235294118	0.0209906963682178	0.02	0.03	0.01
285	NUDT15	Delta	0.588235294117647	0.0165397221953782	0.02	0.03	0.01
286	NUDT17	Delta	0.597058823529412	0.014609731954981	0.03	0.01	0.03
287	ORC4	Delta	0.544117647058823	0.0293363374813766	0	0.02	0
288	OSTM1	Delta	0.664705882352941	0.00496738593748199	0	0	0.01
289	PABPC1L2A	Delta	0.626470588235294	0.00941397730678366	0.02	0.01	0.01
290	PAQR3	Delta	0.582352941176471	0.0179327341310354	0.03	0.03	0.01
291	PBXIP1	Delta	-0.558823529411765	0.0244365114245058	0.02	0.03	0.02
292	PCBP2	Delta	-0.579411764705882	0.0186625294177119	0.02	0.03	0
293	PCDH9	Delta	0.635294117647059	0.00818206461633403	0.02	0	0
294	PCDHB12	Delta	0.697058823529412	0.0026905894025606	0	0	0
295	PCNP	Delta	0.6	0.0140071223296	0.03	0	0.01
296	PDCD11	Delta	-0.555882352941176	0.0253621763206081	0.04	0.02	0.03
297	PDE12	Delta	0.629411764705882	0.00898808926444689	0.01	0.01	0.01
298	PEX6	Delta	-0.794117647058823	0.000239190927625634	0	0	0
299	PGAP2	Delta	-0.597058823529412	0.014609731954981	0.01	0.03	0.02
300	PGPEP1	Delta	-0.641176470588235	0.00743441908253395	0.03	0	0
301	PHF8	Delta	-0.529411764705882	0.0349520067895182	0.04	0.03	0.03
302	PHRF1	Delta	-0.532352941176471	0.0337686229602348	0.04	0.03	0.03
303	PHYHIPL	Delta	0.608823529411765	0.0123152031982465	0.03	0.02	0
304	PIF1	Delta	-0.55	0.0272939727097307	0.02	0.01	0.02
305	PITPNC1	Delta	-0.605882352941176	0.0128602985333672	0.01	0.01	0
306	PLCD1	Delta	-0.629411764705882	0.00898808926444689	0.02	0.01	0.01
307	PLEKHA3	Delta	0.576470588235294	0.0194151403865316	0.02	0.04	0.02
308	PLS3	Delta	0.558823529411765	0.0244365114245058	0.04	0.01	0.02
309	POLR2K	Delta	0.629411764705882	0.00898808926444689	0.02	0	0.01
310	POMK	Delta	-0.508823529411765	0.0441352182349839	0.03	0.03	0.04
311	POP5	Delta	0.588235294117647	0.0165397221953782	0.01	0	0.01
312	PPFIA1	Delta	-0.602941176470588	0.0134241253978913	0.02	0.01	0.02
313	PPM1A	Delta	0.570588235294118	0.0209906963682178	0.02	0.04	0.03
314	PPP6C	Delta	0.623529411764706	0.00985565039092204	0.02	0.01	0
315	PQLC2	Delta	-0.652941176470588	0.006102046679077	0.03	0.03	0.01
316	PRDM15	Delta	-0.585294117647059	0.0172252866160948	0.01	0.03	0
317	PRDM8	Delta	0.585294117647059	0.0172252866160948	0.03	0.01	0.02
318	PRELID3B	Delta	0.576470588235294	0.0194151403865316	0.03	0.03	0.01
319	PRICKLE2	Delta	-0.591176470588235	0.0158755795556414	0.02	0.04	0.01
320	PRKCA	Delta	-0.597058823529412	0.014609731954981	0.01	0.04	0
321	PRKD2	Delta	-0.538235294117647	0.0314932282058384	0.03	0.02	0.02
322	PRMT6	Delta	0.658823529411765	0.00551142233634371	0	0	0.01
323	PRPS2	Delta	0.638235294117647	0.00780113863100802	0.02	0.02	0.01
324	PRRC1	Delta	0.6	0.0140071223296	0.01	0.01	0.01
325	PSMD5	Delta	0.726470588235294	0.00143618263507853	0	0	0
326	PSMD6	Delta	0.773529411764706	0.00043935565171172	0	0	0
327	PSMF1	Delta	-0.744117647058824	0.000948282785737869	0.01	0	0
328	PSMG1	Delta	0.561764705882353	0.0235370164742809	0.01	0	0.04
329	PTGES	Delta	0.6	0.0140071223296	0.01	0.01	0.01
330	PTH2R	Delta	0.570588235294118	0.0209906963682178	0.04	0.04	0.01
331	PTK7	Delta	-0.614705882352941	0.011279474063305	0	0	0
332	PTP4A1	Delta	0.741176470588235	0.00101846954957367	0	0.01	0
333	PTPRD	Delta	0.547058823529412	0.0283010872421088	0.03	0.04	0
334	PYURF	Delta	0.55	0.0272939727097306	0.04	0.03	0.04
335	RAB14	Delta	0.555882352941176	0.025362176320608	0.01	0.04	0.01
336	RABGEF1	Delta	0.605882352941176	0.0128602985333672	0.01	0.03	0.02
337	RABL3	Delta	0.517647058823529	0.0400017929595607	0.02	0.04	0.03
338	RAD1	Delta	0.602941176470588	0.0134241253978914	0.04	0.02	0
339	RAD9A	Delta	-0.579411764705882	0.0186625294177119	0.02	0.01	0.03
340	RAP2C	Delta	0.526470588235294	0.0361665149722455	0.03	0.01	0.03
341	RAPGEF6	Delta	0.579411764705882	0.0186625294177119	0.03	0.01	0.02
342	RBBP8	Delta	0.694117647058824	0.00285370590345691	0.01	0	0
343	RBBP9	Delta	0.588235294117647	0.0165397221953782	0.01	0	0.01
344	RBM18	Delta	0.711764705882353	0.00198404324776996	0	0.02	0
345	RBM19	Delta	-0.588235294117647	0.0165397221953781	0.03	0.01	0.01
346	RBM28	Delta	-0.591176470588235	0.0158755795556414	0	0.03	0
347	RDH16	Delta	0.588235294117647	0.0165397221953782	0.01	0.01	0
348	RFK	Delta	0.694117647058824	0.00285370590345691	0	0.01	0
349	RFX4	Delta	-0.635294117647059	0.00818206461633403	0	0.01	0.01
350	RIPPLY2	Delta	0.617647058823529	0.0107879846019488	0.01	0.01	0.01
351	RP11-162P23.2	Delta	-0.632352941176471	0.00857758410309935	0.03	0.01	0.01
352	RP11-468E2.1	Delta	-0.573529411764706	0.0201910380465231	0.03	0.03	0
353	RP11-51F16.8	Delta	0.620588235294118	0.0103135155496777	0.03	0.01	0.01
354	RPA3	Delta	0.529411764705882	0.0349520067895181	0.03	0.02	0.04
355	RPE	Delta	0.585294117647059	0.0172252866160948	0.04	0.02	0.01
